scene_name,video_num,frame_num,MS_SSIM
Theater,5,0,0.9635509848594666
Theater,5,1,0.9633923768997192
Theater,5,2,0.9635342359542847
Theater,5,3,0.9640962481498718
Theater,5,4,0.9640766978263855
Theater,5,5,0.964661717414856
Theater,5,6,0.9645320773124695
Theater,5,7,0.9646086096763611
Theater,5,8,0.9643800258636475
Theater,5,9,0.964688241481781
Theater,5,10,0.9643833637237549
Theater,5,11,0.9645817875862122
Theater,5,12,0.9643147587776184
Theater,5,13,0.9645695686340332
Theater,5,14,0.9640772938728333
Theater,5,15,0.9634301662445068
Theater,5,16,0.9618434906005859
Theater,5,17,0.9615526795387268
Theater,5,18,0.961618185043335
Theater,5,19,0.9616385698318481
Theater,5,20,0.9619471430778503
Theater,5,21,0.9619731903076172
Theater,5,22,0.9622937440872192
Theater,5,23,0.9622412323951721
Theater,5,24,0.9620909690856934
Theater,5,25,0.9610817432403564
Theater,5,26,0.9597609043121338
Theater,5,27,0.9585870504379272
Theater,5,28,0.9577224850654602
Theater,5,29,0.9585488438606262
Theater,5,30,0.9578385949134827
Theater,5,31,0.9585241079330444
Theater,5,32,0.9577358961105347
Theater,5,33,0.9572672247886658
Theater,5,34,0.9568727612495422
Theater,5,35,0.9562154412269592
Theater,5,36,0.9558982849121094
Theater,5,37,0.9564117193222046
Theater,5,38,0.9563856720924377
Theater,5,39,0.9566397070884705
Theater,5,40,0.956506609916687
Theater,5,41,0.9576776027679443
Theater,5,42,0.9581344127655029
Theater,5,43,0.9591845870018005
Theater,5,44,0.9592247605323792
Theater,5,45,0.9599326252937317
Theater,5,46,0.9596086144447327
Theater,5,47,0.9597088098526001
Theater,5,48,0.9589027762413025
Theater,5,49,0.9591463804244995
Theater,5,50,0.9589818716049194
Theater,5,51,0.9594097137451172
Theater,5,52,0.9592879414558411
Theater,5,53,0.9593157768249512
Theater,5,54,0.9581347107887268
Theater,5,55,0.9578798413276672
Theater,5,56,0.9575912952423096
Theater,5,57,0.956617534160614
Theater,5,58,0.9560683965682983
Theater,5,59,0.9562095403671265
Theater,5,60,0.9557244181632996
Theater,5,61,0.9561250805854797
Theater,5,62,0.9561570286750793
Theater,5,63,0.9564849138259888
Theater,5,64,0.957543671131134
Theater,5,65,0.9582740068435669
Theater,5,66,0.9582164287567139
Theater,5,67,0.9576195478439331
Theater,5,68,0.958196759223938
Theater,5,69,0.9589509963989258
Theater,5,70,0.959222674369812
Theater,5,71,0.959040641784668
Theater,5,72,0.9590982794761658
Theater,5,73,0.9593715667724609
Theater,5,74,0.9585017561912537
Theater,5,75,0.9582939743995667
Theater,5,76,0.9574784636497498
Theater,5,77,0.9576568603515625
Theater,5,78,0.9581940770149231
Theater,5,79,0.9584130048751831
Theater,5,80,0.9581978917121887
Theater,5,81,0.9583897590637207
Theater,5,82,0.9579824209213257
Theater,5,83,0.9583698511123657
Theater,5,84,0.9575066566467285
Theater,5,85,0.9574801325798035
Theater,5,86,0.9579825401306152
Theater,5,87,0.9583627581596375
Theater,5,88,0.9579702615737915
Theater,5,89,0.9574488401412964
Theater,5,90,0.9569735527038574
Theater,5,91,0.9569082856178284
Theater,5,92,0.9571897387504578
Theater,5,93,0.9581228494644165
Theater,5,94,0.9582324624061584
Theater,5,95,0.9581935405731201
Theater,5,96,0.9581717252731323
Theater,5,97,0.9582937359809875
Theater,5,98,0.9582346677780151
Theater,5,99,0.95824134349823
Theater,5,100,0.957412600517273
Theater,5,101,0.9567647576332092
Theater,5,102,0.9559564590454102
Theater,5,103,0.9543684720993042
Theater,5,104,0.9531653523445129
Theater,5,105,0.9534530639648438
Theater,5,106,0.9536442160606384
Theater,5,107,0.9539265036582947
Theater,5,108,0.9530589580535889
Theater,5,109,0.9532410502433777
Theater,5,110,0.9520207047462463
Theater,5,111,0.9529746770858765
Theater,5,112,0.9527401924133301
Theater,5,113,0.9524299502372742
Theater,5,114,0.9503781199455261
Theater,5,115,0.9509039521217346
Theater,5,116,0.9511110186576843
Theater,5,117,0.9505836367607117
Theater,5,118,0.9493563175201416
Theater,5,119,0.9490026831626892
Theater,5,120,0.9486611485481262
Theater,5,121,0.9492627382278442
Theater,5,122,0.9492542743682861
Theater,5,123,0.9503901600837708
Theater,5,124,0.9511118531227112
Theater,5,125,0.9523661136627197
Theater,5,126,0.9524285197257996
Theater,5,127,0.9529721140861511
Theater,5,128,0.9530594348907471
Theater,5,129,0.9525479078292847
Theater,5,130,0.9528576135635376
Theater,5,131,0.9522687196731567
Theater,5,132,0.9525898694992065
Theater,5,133,0.9533402323722839
Theater,5,134,0.9552085995674133
Theater,5,135,0.9564834833145142
Theater,5,136,0.9577386975288391
Theater,5,137,0.9576618671417236
Theater,5,138,0.9572871923446655
Theater,5,139,0.9571664929389954
Theater,5,140,0.9573901295661926
Theater,5,141,0.9564488530158997
Theater,5,142,0.9551375508308411
Theater,5,143,0.9547896385192871
Theater,5,144,0.955397367477417
Theater,5,145,0.9564545154571533
Theater,5,146,0.9577975273132324
Theater,5,147,0.9578909277915955
Theater,5,148,0.9582294225692749
Theater,5,149,0.9587339162826538
Theater,5,150,0.9593839049339294
Theater,5,151,0.9602695107460022
Theater,5,152,0.9605231285095215
Theater,5,153,0.9616672992706299
Theater,5,154,0.9616364240646362
Theater,5,155,0.9620806574821472
Theater,5,156,0.9615083336830139
Theater,5,157,0.9602341651916504
Theater,5,158,0.9563577771186829
Theater,5,159,0.9579614996910095
Theater,5,160,0.9581804275512695
Theater,5,161,0.9571377038955688
Theater,5,162,0.954194188117981
Theater,5,163,0.9549199342727661
Theater,5,164,0.9555128812789917
Theater,5,165,0.9555371403694153
Theater,5,166,0.9580392837524414
Theater,5,167,0.9582402110099792
Theater,5,168,0.9548977017402649
Theater,5,169,0.9543322920799255
Theater,5,170,0.9576035737991333
Theater,5,171,0.9643728733062744
Theater,5,172,0.9629842638969421
Theater,5,173,0.9635030031204224
Theater,5,174,0.9649942517280579
Theater,5,175,0.9631369709968567
Theater,5,176,0.9624293446540833
Theater,5,177,0.9598416090011597
Theater,5,178,0.9580898284912109
Theater,5,179,0.9610616564750671
Theater,5,180,0.9587538838386536
Theater,5,181,0.9555050730705261
Theater,5,182,0.9551941156387329
Theater,5,183,0.9599974751472473
Theater,5,184,0.9600551128387451
