scene_name,pred_video_num,pred_frame_num,DepthMAE01
coffee_martini,0,0,0.2108
coffee_martini,0,1,0.2106
coffee_martini,0,2,0.2102
coffee_martini,0,3,0.2095
coffee_martini,0,4,0.2086
coffee_martini,0,5,0.2085
coffee_martini,0,6,0.2086
coffee_martini,0,7,0.2082
coffee_martini,0,8,0.2099
coffee_martini,0,9,0.2081
coffee_martini,0,10,0.2081
coffee_martini,0,11,0.2081
coffee_martini,0,12,0.208
coffee_martini,0,13,0.208
coffee_martini,0,14,0.2082
coffee_martini,0,15,0.2084
coffee_martini,0,16,0.2085
coffee_martini,0,17,0.2085
coffee_martini,0,18,0.2087
coffee_martini,0,19,0.2086
coffee_martini,0,20,0.2085
coffee_martini,0,21,0.2086
coffee_martini,0,22,0.2085
coffee_martini,0,23,0.2085
coffee_martini,0,24,0.2086
coffee_martini,0,25,0.2087
coffee_martini,0,26,0.2087
coffee_martini,0,27,0.2085
coffee_martini,0,28,0.2082
coffee_martini,0,29,0.2082
coffee_martini,0,30,0.2082
coffee_martini,0,31,0.2082
coffee_martini,0,32,0.2081
coffee_martini,0,33,0.208
coffee_martini,0,34,0.208
coffee_martini,0,35,0.208
coffee_martini,0,36,0.2079
coffee_martini,0,37,0.2079
coffee_martini,0,38,0.2078
coffee_martini,0,39,0.2078
coffee_martini,0,40,0.2077
coffee_martini,0,41,0.2077
coffee_martini,0,42,0.2077
coffee_martini,0,43,0.2077
coffee_martini,0,44,0.2076
coffee_martini,0,45,0.2077
coffee_martini,0,46,0.2078
coffee_martini,0,47,0.2077
coffee_martini,0,48,0.208
coffee_martini,0,49,0.2081
coffee_martini,0,50,0.2082
coffee_martini,0,51,0.2081
coffee_martini,0,52,0.208
coffee_martini,0,53,0.208
coffee_martini,0,54,0.208
coffee_martini,0,55,0.2079
coffee_martini,0,56,0.2079
coffee_martini,0,57,0.2078
coffee_martini,0,58,0.2078
coffee_martini,0,59,0.2078
coffee_martini,0,60,0.2079
coffee_martini,0,61,0.208
coffee_martini,0,62,0.208
coffee_martini,0,63,0.208
coffee_martini,0,64,0.2079
coffee_martini,0,65,0.2079
coffee_martini,0,66,0.2079
coffee_martini,0,67,0.2078
coffee_martini,0,68,0.2078
coffee_martini,0,69,0.2078
coffee_martini,0,70,0.2078
coffee_martini,0,71,0.2078
coffee_martini,0,72,0.2078
coffee_martini,0,73,0.2078
coffee_martini,0,74,0.2078
coffee_martini,0,75,0.2078
coffee_martini,0,76,0.2078
coffee_martini,0,77,0.2078
coffee_martini,0,78,0.208
coffee_martini,0,79,0.2081
coffee_martini,0,80,0.208
coffee_martini,0,81,0.208
coffee_martini,0,82,0.2079
coffee_martini,0,83,0.2079
coffee_martini,0,84,0.2078
coffee_martini,0,85,0.2077
coffee_martini,0,86,0.2078
coffee_martini,0,87,0.2079
coffee_martini,0,88,0.2078
coffee_martini,0,89,0.2078
coffee_martini,0,90,0.2078
coffee_martini,0,91,0.2079
coffee_martini,0,92,0.2078
coffee_martini,0,93,0.2078
coffee_martini,0,94,0.2078
coffee_martini,0,95,0.2079
coffee_martini,0,96,0.2078
coffee_martini,0,97,0.2078
coffee_martini,0,98,0.2078
coffee_martini,0,99,0.2078
coffee_martini,0,100,0.2077
coffee_martini,0,101,0.2076
coffee_martini,0,102,0.2077
coffee_martini,0,103,0.2078
coffee_martini,0,104,0.2077
coffee_martini,0,105,0.2077
coffee_martini,0,106,0.2081
coffee_martini,0,107,0.2082
coffee_martini,0,108,0.2084
coffee_martini,0,109,0.2081
coffee_martini,0,110,0.2078
coffee_martini,0,111,0.2081
coffee_martini,0,112,0.2094
coffee_martini,0,113,0.21
coffee_martini,0,114,0.21
coffee_martini,0,115,0.2089
coffee_martini,0,116,0.2086
coffee_martini,0,117,0.2104
coffee_martini,0,118,0.2108
coffee_martini,0,119,0.2109
coffee_martini,0,120,0.2099
coffee_martini,0,121,0.2099
coffee_martini,0,122,0.2107
coffee_martini,0,123,0.211
coffee_martini,0,124,0.211
coffee_martini,0,125,0.2109
coffee_martini,0,126,0.2108
coffee_martini,0,127,0.2108
coffee_martini,0,128,0.2108
coffee_martini,0,129,0.2106
coffee_martini,0,130,0.2107
coffee_martini,0,131,0.211
coffee_martini,0,132,0.211
coffee_martini,0,133,0.2107
coffee_martini,0,134,0.2109
coffee_martini,0,135,0.2108
coffee_martini,0,136,0.211
coffee_martini,0,137,0.2108
coffee_martini,0,138,0.2109
coffee_martini,0,139,0.2108
coffee_martini,0,140,0.2109
coffee_martini,0,141,0.2107
coffee_martini,0,142,0.2109
coffee_martini,0,143,0.2108
coffee_martini,0,144,0.211
coffee_martini,0,145,0.2107
coffee_martini,0,146,0.2107
coffee_martini,0,147,0.2106
coffee_martini,0,148,0.2104
coffee_martini,0,149,0.2102
coffee_martini,0,150,0.2102
coffee_martini,0,151,0.2101
coffee_martini,0,152,0.2102
coffee_martini,0,153,0.2101
coffee_martini,0,154,0.2101
coffee_martini,0,155,0.2101
coffee_martini,0,156,0.2102
coffee_martini,0,157,0.2105
coffee_martini,0,158,0.2106
coffee_martini,0,159,0.211
coffee_martini,0,160,0.2112
coffee_martini,0,161,0.2109
coffee_martini,0,162,0.2111
coffee_martini,0,163,0.2112
coffee_martini,0,164,0.2112
coffee_martini,0,165,0.2112
coffee_martini,0,166,0.2112
coffee_martini,0,167,0.2108
coffee_martini,0,168,0.2088
coffee_martini,0,169,0.2088
coffee_martini,0,170,0.209
coffee_martini,0,171,0.209
coffee_martini,0,172,0.2113
coffee_martini,0,173,0.2113
coffee_martini,0,174,0.2109
coffee_martini,0,175,0.2111
coffee_martini,0,176,0.2112
coffee_martini,0,177,0.2111
coffee_martini,0,178,0.2109
coffee_martini,0,179,0.2109
coffee_martini,0,180,0.211
coffee_martini,0,181,0.211
coffee_martini,0,182,0.211
coffee_martini,0,183,0.211
coffee_martini,0,184,0.211
coffee_martini,0,185,0.211
coffee_martini,0,186,0.2111
coffee_martini,0,187,0.2111
coffee_martini,0,188,0.211
coffee_martini,0,189,0.2108
coffee_martini,0,190,0.2106
coffee_martini,0,191,0.2106
coffee_martini,0,192,0.2106
coffee_martini,0,193,0.2107
