scene_name,video_num,PSNR
coffee_martini,0,21.6315
cook_spinach,0,26.2886
cut_roasted_beef,0,26.6684
flame_salmon_1,0,20.7748
flame_steak,0,27.9501
sear_steak,0,27.1128
