scene_name,video_num,frame_num,RMSE
coffee_martini,0,0,0.0876268
coffee_martini,0,1,0.08631069
coffee_martini,0,2,0.08568321
coffee_martini,0,3,0.08536202
coffee_martini,0,4,0.085450955
coffee_martini,0,5,0.0849637
coffee_martini,0,6,0.08474312
coffee_martini,0,7,0.08428644
coffee_martini,0,8,0.0841188
coffee_martini,0,9,0.0838729
coffee_martini,0,10,0.08401003
coffee_martini,0,11,0.08384851
coffee_martini,0,12,0.083988324
coffee_martini,0,13,0.08369049
coffee_martini,0,14,0.08371895
coffee_martini,0,15,0.08361573
coffee_martini,0,16,0.08371737
coffee_martini,0,17,0.08342179
coffee_martini,0,18,0.083453424
coffee_martini,0,19,0.083257884
coffee_martini,0,20,0.08343565
coffee_martini,0,21,0.08323861
coffee_martini,0,22,0.08334854
coffee_martini,0,23,0.083177015
coffee_martini,0,24,0.08316744
coffee_martini,0,25,0.08300033
coffee_martini,0,26,0.08314794
coffee_martini,0,27,0.08308897
coffee_martini,0,28,0.08331486
coffee_martini,0,29,0.08311671
coffee_martini,0,30,0.08317041
coffee_martini,0,31,0.08301856
coffee_martini,0,32,0.08311943
coffee_martini,0,33,0.08291002
coffee_martini,0,34,0.082986854
coffee_martini,0,35,0.082956746
coffee_martini,0,36,0.08313065
coffee_martini,0,37,0.08303896
coffee_martini,0,38,0.0831468
coffee_martini,0,39,0.08297853
coffee_martini,0,40,0.083072536
coffee_martini,0,41,0.08288168
coffee_martini,0,42,0.08287496
coffee_martini,0,43,0.0827981
coffee_martini,0,44,0.0829869
coffee_martini,0,45,0.08284592
coffee_martini,0,46,0.082997344
coffee_martini,0,47,0.08291951
coffee_martini,0,48,0.08305919
coffee_martini,0,49,0.0828411
coffee_martini,0,50,0.08287915
coffee_martini,0,51,0.08281127
coffee_martini,0,52,0.08295879
coffee_martini,0,53,0.08282744
coffee_martini,0,54,0.082868226
coffee_martini,0,55,0.08283798
coffee_martini,0,56,0.083034195
coffee_martini,0,57,0.08288028
coffee_martini,0,58,0.0829318
coffee_martini,0,59,0.08278584
coffee_martini,0,60,0.08291573
coffee_martini,0,61,0.08276066
coffee_martini,0,62,0.08284655
coffee_martini,0,63,0.082785495
coffee_martini,0,64,0.08299687
coffee_martini,0,65,0.08288912
coffee_martini,0,66,0.08299514
coffee_martini,0,67,0.08296308
coffee_martini,0,68,0.083146356
coffee_martini,0,69,0.0829203
coffee_martini,0,70,0.082981445
coffee_martini,0,71,0.082890764
coffee_martini,0,72,0.0830271
coffee_martini,0,73,0.08282009
coffee_martini,0,74,0.08287687
coffee_martini,0,75,0.08274818
coffee_martini,0,76,0.08287658
coffee_martini,0,77,0.08268278
coffee_martini,0,78,0.08277421
coffee_martini,0,79,0.08265732
coffee_martini,0,80,0.08282924
coffee_martini,0,81,0.082713515
coffee_martini,0,82,0.082824275
coffee_martini,0,83,0.082739405
coffee_martini,0,84,0.0827854
coffee_martini,0,85,0.082646556
coffee_martini,0,86,0.08270902
coffee_martini,0,87,0.0826505
coffee_martini,0,88,0.082802854
coffee_martini,0,89,0.0826592
coffee_martini,0,90,0.08273487
coffee_martini,0,91,0.08265739
coffee_martini,0,92,0.082844265
coffee_martini,0,93,0.08269503
coffee_martini,0,94,0.08276433
coffee_martini,0,95,0.08265246
coffee_martini,0,96,0.08276524
coffee_martini,0,97,0.08263731
coffee_martini,0,98,0.08274169
coffee_martini,0,99,0.08263994
coffee_martini,0,100,0.082863316
coffee_martini,0,101,0.08274299
coffee_martini,0,102,0.08278457
coffee_martini,0,103,0.0827053
coffee_martini,0,104,0.08286792
coffee_martini,0,105,0.082700066
coffee_martini,0,106,0.082755364
coffee_martini,0,107,0.082703486
coffee_martini,0,108,0.08289187
coffee_martini,0,109,0.082708605
coffee_martini,0,110,0.08276342
