scene_name,video_num,frame_num,LPIPS_VGG
Remy,5,0,0.34792855381965637
Remy,5,1,0.34666815400123596
Remy,5,2,0.3474815785884857
Remy,5,3,0.3464813232421875
Remy,5,4,0.3477218747138977
Remy,5,5,0.3459361791610718
Remy,5,6,0.3461383879184723
Remy,5,7,0.3456108868122101
Remy,5,8,0.3462088704109192
Remy,5,9,0.3448357582092285
Remy,5,10,0.34515348076820374
Remy,5,11,0.3440242409706116
Remy,5,12,0.345441073179245
Remy,5,13,0.34418001770973206
Remy,5,14,0.3453531861305237
Remy,5,15,0.3445850610733032
Remy,5,16,0.34580451250076294
Remy,5,17,0.34367436170578003
Remy,5,18,0.3460359573364258
Remy,5,19,0.34341418743133545
Remy,5,20,0.3464934527873993
Remy,5,21,0.3431187868118286
Remy,5,22,0.3439379632472992
Remy,5,23,0.34341198205947876
Remy,5,24,0.3479863107204437
Remy,5,25,0.34734758734703064
Remy,5,26,0.3503898084163666
Remy,5,27,0.3510840833187103
Remy,5,28,0.35434436798095703
Remy,5,29,0.35340994596481323
Remy,5,30,0.3568210005760193
Remy,5,31,0.3565966486930847
Remy,5,32,0.3590735197067261
Remy,5,33,0.35572192072868347
Remy,5,34,0.3581359088420868
Remy,5,35,0.35787278413772583
Remy,5,36,0.36011946201324463
Remy,5,37,0.35794878005981445
Remy,5,38,0.3595163822174072
Remy,5,39,0.358113557100296
Remy,5,40,0.36039701104164124
Remy,5,41,0.3585156798362732
Remy,5,42,0.36018598079681396
Remy,5,43,0.3600814938545227
Remy,5,44,0.3634147644042969
Remy,5,45,0.36077165603637695
Remy,5,46,0.36334145069122314
Remy,5,47,0.36322474479675293
Remy,5,48,0.3675477206707001
Remy,5,49,0.36556410789489746
Remy,5,50,0.36762934923171997
Remy,5,51,0.3672279715538025
Remy,5,52,0.3712066113948822
Remy,5,53,0.3698485493659973
Remy,5,54,0.3716849684715271
Remy,5,55,0.37196582555770874
Remy,5,56,0.37489429116249084
Remy,5,57,0.3703569173812866
Remy,5,58,0.3715941309928894
Remy,5,59,0.3715345561504364
Remy,5,60,0.3752433657646179
Remy,5,61,0.3734014630317688
Remy,5,62,0.3746564984321594
Remy,5,63,0.37349292635917664
Remy,5,64,0.3758033812046051
Remy,5,65,0.3728446066379547
Remy,5,66,0.3743482232093811
Remy,5,67,0.3747551441192627
Remy,5,68,0.376889169216156
