scene_name,video_num,frame_num,LPIPS_Alex
Remy,5,0,0.417326956987381
Remy,5,1,0.41324883699417114
Remy,5,2,0.4129180908203125
Remy,5,3,0.41274407505989075
Remy,5,4,0.41267159581184387
Remy,5,5,0.41025111079216003
Remy,5,6,0.412065714597702
Remy,5,7,0.412256121635437
Remy,5,8,0.41319069266319275
Remy,5,9,0.41211456060409546
Remy,5,10,0.41266095638275146
Remy,5,11,0.41212475299835205
Remy,5,12,0.413525253534317
Remy,5,13,0.4131115674972534
Remy,5,14,0.415298730134964
Remy,5,15,0.4149515628814697
Remy,5,16,0.41632935404777527
Remy,5,17,0.4130047559738159
Remy,5,18,0.41278275847435
Remy,5,19,0.41008707880973816
Remy,5,20,0.41018134355545044
Remy,5,21,0.4080660939216614
Remy,5,22,0.40977153182029724
Remy,5,23,0.4101123809814453
Remy,5,24,0.41249412298202515
Remy,5,25,0.4089605510234833
Remy,5,26,0.4089394211769104
Remy,5,27,0.40807199478149414
Remy,5,28,0.40946197509765625
Remy,5,29,0.40702927112579346
Remy,5,30,0.4097748100757599
Remy,5,31,0.4074036478996277
Remy,5,32,0.41034868359565735
Remy,5,33,0.4069973826408386
Remy,5,34,0.40517961978912354
Remy,5,35,0.4047822654247284
Remy,5,36,0.4076473116874695
Remy,5,37,0.4048839807510376
Remy,5,38,0.40545809268951416
Remy,5,39,0.4061129689216614
Remy,5,40,0.4068613648414612
Remy,5,41,0.4042714834213257
Remy,5,42,0.4034700095653534
Remy,5,43,0.4012297987937927
Remy,5,44,0.4025641083717346
Remy,5,45,0.4013844132423401
Remy,5,46,0.40383219718933105
Remy,5,47,0.4052225947380066
Remy,5,48,0.4076465666294098
Remy,5,49,0.4051283001899719
Remy,5,50,0.4062328040599823
Remy,5,51,0.40495243668556213
Remy,5,52,0.40757161378860474
Remy,5,53,0.4072602391242981
Remy,5,54,0.4090508818626404
Remy,5,55,0.41012051701545715
Remy,5,56,0.4111773669719696
Remy,5,57,0.4094998240470886
Remy,5,58,0.4103040397167206
Remy,5,59,0.4098127782344818
Remy,5,60,0.4103306531906128
Remy,5,61,0.40950632095336914
Remy,5,62,0.4083240032196045
Remy,5,63,0.4074642062187195
Remy,5,64,0.407405287027359
Remy,5,65,0.406720370054245
Remy,5,66,0.40711867809295654
Remy,5,67,0.4071710705757141
Remy,5,68,0.40706297755241394
Remy,5,69,0.4045594334602356
Remy,5,70,0.40429773926734924
Remy,5,71,0.40269383788108826
Remy,5,72,0.4030712842941284
Remy,5,73,0.40084585547447205
Remy,5,74,0.4037783741950989
Remy,5,75,0.4040708839893341
Remy,5,76,0.4068313241004944
Remy,5,77,0.4055950939655304
Remy,5,78,0.40691810846328735
Remy,5,79,0.4051644504070282
Remy,5,80,0.4058011770248413
Remy,5,81,0.40577661991119385
Remy,5,82,0.4066047966480255
Remy,5,83,0.40712398290634155
Remy,5,84,0.40886974334716797
Remy,5,85,0.40947556495666504
Remy,5,86,0.410439670085907
Remy,5,87,0.41037577390670776
Remy,5,88,0.41048526763916016
Remy,5,89,0.4102415442466736
Remy,5,90,0.4109244644641876
Remy,5,91,0.4121387302875519
Remy,5,92,0.41146743297576904
Remy,5,93,0.40885162353515625
Remy,5,94,0.40912866592407227
Remy,5,95,0.408052533864975
Remy,5,96,0.4082336127758026
Remy,5,97,0.40863901376724243
Remy,5,98,0.4097563624382019
Remy,5,99,0.4102613627910614
Remy,5,100,0.4118259847164154
Remy,5,101,0.4114426076412201
Remy,5,102,0.41038230061531067
Remy,5,103,0.4084612727165222
Remy,5,104,0.4079795181751251
Remy,5,105,0.40480443835258484
Remy,5,106,0.404082715511322
Remy,5,107,0.4028511047363281
Remy,5,108,0.4040319323539734
Remy,5,109,0.4020082354545593
Remy,5,110,0.4039706587791443
Remy,5,111,0.4045790731906891
Remy,5,112,0.40439844131469727
Remy,5,113,0.4007149338722229
Remy,5,114,0.3985222578048706
Remy,5,115,0.3965311050415039
Remy,5,116,0.39484745264053345
Remy,5,117,0.393942654132843
Remy,5,118,0.392988920211792
Remy,5,119,0.3882864713668823
Remy,5,120,0.3871139883995056
Remy,5,121,0.38762715458869934
Remy,5,122,0.3898768126964569
Remy,5,123,0.3892306089401245
Remy,5,124,0.38986700773239136
Remy,5,125,0.38875651359558105
Remy,5,126,0.3900611996650696
Remy,5,127,0.3901391625404358
Remy,5,128,0.3893320560455322
Remy,5,129,0.38792935013771057
Remy,5,130,0.38502025604248047
Remy,5,131,0.3846200108528137
Remy,5,132,0.38605645298957825
Remy,5,133,0.3840031027793884
Remy,5,134,0.3836006224155426
Remy,5,135,0.38117825984954834
Remy,5,136,0.3813271224498749
Remy,5,137,0.3790516257286072
Remy,5,138,0.379255473613739
Remy,5,139,0.3781978487968445
Remy,5,140,0.37824487686157227
Remy,5,141,0.3753604292869568
Remy,5,142,0.37287044525146484
Remy,5,143,0.37098413705825806
Remy,5,144,0.3723870813846588
Remy,5,145,0.3706654906272888
Remy,5,146,0.3701208233833313
Remy,5,147,0.368788480758667
Remy,5,148,0.36844706535339355
Remy,5,149,0.3675261437892914
Remy,5,150,0.3669276237487793
Remy,5,151,0.36682242155075073
Remy,5,152,0.3683856427669525
Remy,5,153,0.36627069115638733
Remy,5,154,0.36567410826683044
Remy,5,155,0.3648265600204468
Remy,5,156,0.36572957038879395
Remy,5,157,0.36540114879608154
Remy,5,158,0.3675040006637573
Remy,5,159,0.365440309047699
Remy,5,160,0.36683690547943115
Remy,5,161,0.36630842089653015
Remy,5,162,0.3685300052165985
Remy,5,163,0.36796462535858154
Remy,5,164,0.3667450249195099
Remy,5,165,0.36882296204566956
Remy,5,166,0.3690318763256073
Remy,5,167,0.37011271715164185
Remy,5,168,0.3739294111728668
Remy,5,169,0.37240996956825256
Remy,5,170,0.3725651502609253
Remy,5,171,0.3710881173610687
Remy,5,172,0.3723721206188202
Remy,5,173,0.3721467852592468
Remy,5,174,0.3747735917568207
Remy,5,175,0.3768094778060913
Remy,5,176,0.3780931234359741
Remy,5,177,0.37722378969192505
Remy,5,178,0.3779306411743164
Remy,5,179,0.37843358516693115
Remy,5,180,0.3802134692668915
Remy,5,181,0.37910979986190796
Remy,5,182,0.3779863119125366
Remy,5,183,0.37812507152557373
Remy,5,184,0.3796583116054535
Remy,5,185,0.3809085488319397
Remy,5,186,0.3807804584503174
Remy,5,187,0.38234323263168335
Remy,5,188,0.38247573375701904
Remy,5,189,0.3850238621234894
Remy,5,190,0.38484257459640503
Remy,5,191,0.384845495223999
Remy,5,192,0.38741591572761536
Remy,5,193,0.3887517750263214
Remy,5,194,0.39015716314315796
Remy,5,195,0.38899093866348267
Remy,5,196,0.3910943269729614
Remy,5,197,0.3918861746788025
Remy,5,198,0.391765832901001
Remy,5,199,0.3896726667881012
Remy,5,200,0.3886207342147827
Remy,5,201,0.38987842202186584
Remy,5,202,0.39387160539627075
Remy,5,203,0.39566531777381897
