scene_name,video_num,frame_num,LPIPS_VGG
flame_steak,0,0,0.33235496282577515
flame_steak,0,1,0.33175137639045715
flame_steak,0,2,0.3317170739173889
flame_steak,0,3,0.331853985786438
flame_steak,0,4,0.33215588331222534
flame_steak,0,5,0.3308107852935791
flame_steak,0,6,0.33155134320259094
flame_steak,0,7,0.33156704902648926
flame_steak,0,8,0.33255496621131897
flame_steak,0,9,0.3316291570663452
flame_steak,0,10,0.33204367756843567
flame_steak,0,11,0.332419753074646
flame_steak,0,12,0.3332585394382477
flame_steak,0,13,0.332771360874176
flame_steak,0,14,0.3322523236274719
flame_steak,0,15,0.3322681784629822
flame_steak,0,16,0.334080308675766
flame_steak,0,17,0.3323954641819
flame_steak,0,18,0.33267658948898315
flame_steak,0,19,0.3327500522136688
flame_steak,0,20,0.33372777700424194
flame_steak,0,21,0.33260220289230347
flame_steak,0,22,0.33348169922828674
flame_steak,0,23,0.3337068557739258
flame_steak,0,24,0.33491238951683044
flame_steak,0,25,0.3341860771179199
flame_steak,0,26,0.33438241481781006
flame_steak,0,27,0.33394402265548706
flame_steak,0,28,0.33534395694732666
flame_steak,0,29,0.333356112241745
flame_steak,0,30,0.33347928524017334
flame_steak,0,31,0.33352911472320557
flame_steak,0,32,0.3342014253139496
flame_steak,0,33,0.33326050639152527
flame_steak,0,34,0.3329753875732422
flame_steak,0,35,0.3334876298904419
flame_steak,0,36,0.33518555760383606
flame_steak,0,37,0.3345586359500885
flame_steak,0,38,0.33539459109306335
flame_steak,0,39,0.3353780508041382
flame_steak,0,40,0.33593323826789856
flame_steak,0,41,0.335917592048645
flame_steak,0,42,0.33598750829696655
flame_steak,0,43,0.3350786566734314
flame_steak,0,44,0.3361048400402069
flame_steak,0,45,0.3358813524246216
flame_steak,0,46,0.335642546415329
flame_steak,0,47,0.3359343409538269
flame_steak,0,48,0.3373560905456543
flame_steak,0,49,0.3364635705947876
flame_steak,0,50,0.33686363697052
flame_steak,0,51,0.33812713623046875
flame_steak,0,52,0.3387368619441986
flame_steak,0,53,0.33756616711616516
flame_steak,0,54,0.3380444645881653
flame_steak,0,55,0.3376656174659729
flame_steak,0,56,0.3402637243270874
flame_steak,0,57,0.3374443054199219
flame_steak,0,58,0.33950209617614746
flame_steak,0,59,0.33840709924697876
flame_steak,0,60,0.33964142203330994
flame_steak,0,61,0.33656999468803406
flame_steak,0,62,0.3367830514907837
flame_steak,0,63,0.33574578166007996
flame_steak,0,64,0.33728307485580444
flame_steak,0,65,0.33618420362472534
flame_steak,0,66,0.3367389738559723
flame_steak,0,67,0.3374757766723633
flame_steak,0,68,0.3389436900615692
flame_steak,0,69,0.3385544419288635
flame_steak,0,70,0.33898794651031494
flame_steak,0,71,0.33810824155807495
flame_steak,0,72,0.3394159972667694
flame_steak,0,73,0.3377121090888977
flame_steak,0,74,0.33825069665908813
flame_steak,0,75,0.33796426653862
flame_steak,0,76,0.3408525288105011
flame_steak,0,77,0.33947354555130005
flame_steak,0,78,0.33965402841567993
flame_steak,0,79,0.34013932943344116
flame_steak,0,80,0.3418940305709839
flame_steak,0,81,0.3406127095222473
flame_steak,0,82,0.3407697081565857
flame_steak,0,83,0.34153518080711365
flame_steak,0,84,0.342596173286438
flame_steak,0,85,0.3403114080429077
flame_steak,0,86,0.34077775478363037
flame_steak,0,87,0.3409717082977295
flame_steak,0,88,0.3415873348712921
flame_steak,0,89,0.33938485383987427
flame_steak,0,90,0.33965516090393066
flame_steak,0,91,0.3411358892917633
flame_steak,0,92,0.3421388864517212
flame_steak,0,93,0.3409906029701233
flame_steak,0,94,0.3415256142616272
flame_steak,0,95,0.34114304184913635
flame_steak,0,96,0.3418680429458618
flame_steak,0,97,0.3394102156162262
flame_steak,0,98,0.33985716104507446
flame_steak,0,99,0.3396785855293274
flame_steak,0,100,0.3415718078613281
flame_steak,0,101,0.3401000499725342
flame_steak,0,102,0.34002459049224854
flame_steak,0,103,0.339481920003891
flame_steak,0,104,0.341170072555542
flame_steak,0,105,0.34019529819488525
flame_steak,0,106,0.3403061628341675
flame_steak,0,107,0.3413226008415222
flame_steak,0,108,0.3426096439361572
flame_steak,0,109,0.3410952091217041
flame_steak,0,110,0.3412366807460785
flame_steak,0,111,0.341971218585968
flame_steak,0,112,0.34272700548171997
flame_steak,0,113,0.3412434160709381
flame_steak,0,114,0.3409269154071808
flame_steak,0,115,0.3416500985622406
flame_steak,0,116,0.34330374002456665
flame_steak,0,117,0.3421720862388611
flame_steak,0,118,0.3418728709220886
flame_steak,0,119,0.34235724806785583
flame_steak,0,120,0.3430168032646179
flame_steak,0,121,0.3415250778198242
flame_steak,0,122,0.3424711525440216
flame_steak,0,123,0.34152382612228394
flame_steak,0,124,0.3433436155319214
flame_steak,0,125,0.3424457907676697
flame_steak,0,126,0.34272268414497375
flame_steak,0,127,0.34175238013267517
flame_steak,0,128,0.34336137771606445
flame_steak,0,129,0.34134161472320557
flame_steak,0,130,0.3413946032524109
flame_steak,0,131,0.340900182723999
flame_steak,0,132,0.3435268998146057
flame_steak,0,133,0.34203463792800903
flame_steak,0,134,0.34152400493621826
flame_steak,0,135,0.3430585563182831
flame_steak,0,136,0.344681978225708
flame_steak,0,137,0.34256380796432495
flame_steak,0,138,0.343511700630188
flame_steak,0,139,0.3436793386936188
flame_steak,0,140,0.34422293305397034
flame_steak,0,141,0.34199094772338867
flame_steak,0,142,0.3432653844356537
flame_steak,0,143,0.3432627022266388
flame_steak,0,144,0.3444654941558838
flame_steak,0,145,0.3421335518360138
flame_steak,0,146,0.3420722782611847
flame_steak,0,147,0.34189170598983765
flame_steak,0,148,0.3440342843532562
flame_steak,0,149,0.3414650857448578
flame_steak,0,150,0.3429190516471863
flame_steak,0,151,0.3437999188899994
flame_steak,0,152,0.3442595601081848
flame_steak,0,153,0.34287068247795105
flame_steak,0,154,0.3429604172706604
flame_steak,0,155,0.34293627738952637
flame_steak,0,156,0.3441540598869324
flame_steak,0,157,0.34342992305755615
flame_steak,0,158,0.3437679409980774
flame_steak,0,159,0.3443338871002197
flame_steak,0,160,0.3458355665206909
flame_steak,0,161,0.3450291156768799
flame_steak,0,162,0.3454008102416992
flame_steak,0,163,0.34554195404052734
flame_steak,0,164,0.3463979959487915
flame_steak,0,165,0.3446130156517029
flame_steak,0,166,0.3450579345226288
flame_steak,0,167,0.34511470794677734
flame_steak,0,168,0.3474675714969635
flame_steak,0,169,0.3448268175125122
flame_steak,0,170,0.344896137714386
flame_steak,0,171,0.34396567940711975
flame_steak,0,172,0.3456634283065796
flame_steak,0,173,0.3438536524772644
flame_steak,0,174,0.34398114681243896
flame_steak,0,175,0.3443293571472168
flame_steak,0,176,0.345733106136322
flame_steak,0,177,0.344417005777359
flame_steak,0,178,0.3438647985458374
flame_steak,0,179,0.34339624643325806
flame_steak,0,180,0.3435811400413513
flame_steak,0,181,0.3416040539741516
flame_steak,0,182,0.3417629599571228
flame_steak,0,183,0.3418341279029846
flame_steak,0,184,0.3428345024585724
flame_steak,0,185,0.3408602178096771
