scene_name,pred_video_num,pred_frame_num,DepthMAE01
coffee_martini,0,0,0.1555
coffee_martini,0,1,0.1555
coffee_martini,0,2,0.1551
coffee_martini,0,3,0.1545
coffee_martini,0,4,0.1537
coffee_martini,0,5,0.1536
coffee_martini,0,6,0.1536
coffee_martini,0,7,0.1533
coffee_martini,0,8,0.1542
coffee_martini,0,9,0.1531
coffee_martini,0,10,0.1532
coffee_martini,0,11,0.1532
coffee_martini,0,12,0.1531
coffee_martini,0,13,0.1531
coffee_martini,0,14,0.1531
coffee_martini,0,15,0.1532
coffee_martini,0,16,0.1533
coffee_martini,0,17,0.1534
coffee_martini,0,18,0.1535
coffee_martini,0,19,0.1534
coffee_martini,0,20,0.1534
coffee_martini,0,21,0.1534
coffee_martini,0,22,0.1534
coffee_martini,0,23,0.1534
coffee_martini,0,24,0.1535
coffee_martini,0,25,0.1535
coffee_martini,0,26,0.1535
coffee_martini,0,27,0.1534
coffee_martini,0,28,0.1529
coffee_martini,0,29,0.1529
coffee_martini,0,30,0.1529
coffee_martini,0,31,0.153
coffee_martini,0,32,0.1529
coffee_martini,0,33,0.1529
coffee_martini,0,34,0.1528
coffee_martini,0,35,0.1528
coffee_martini,0,36,0.1527
coffee_martini,0,37,0.1527
coffee_martini,0,38,0.1526
coffee_martini,0,39,0.1526
coffee_martini,0,40,0.1523
coffee_martini,0,41,0.1525
coffee_martini,0,42,0.1527
coffee_martini,0,43,0.1526
coffee_martini,0,44,0.1524
coffee_martini,0,45,0.1526
coffee_martini,0,46,0.1526
coffee_martini,0,47,0.1526
coffee_martini,0,48,0.1528
coffee_martini,0,49,0.153
coffee_martini,0,50,0.153
coffee_martini,0,51,0.153
coffee_martini,0,52,0.153
coffee_martini,0,53,0.1529
coffee_martini,0,54,0.1528
coffee_martini,0,55,0.1528
coffee_martini,0,56,0.1529
coffee_martini,0,57,0.1529
coffee_martini,0,58,0.1528
coffee_martini,0,59,0.1528
coffee_martini,0,60,0.1529
coffee_martini,0,61,0.153
coffee_martini,0,62,0.153
coffee_martini,0,63,0.153
coffee_martini,0,64,0.1529
coffee_martini,0,65,0.1529
coffee_martini,0,66,0.1529
coffee_martini,0,67,0.1528
coffee_martini,0,68,0.1528
coffee_martini,0,69,0.1528
coffee_martini,0,70,0.1527
coffee_martini,0,71,0.1527
coffee_martini,0,72,0.1528
coffee_martini,0,73,0.1528
coffee_martini,0,74,0.1527
coffee_martini,0,75,0.1527
coffee_martini,0,76,0.1527
coffee_martini,0,77,0.1528
coffee_martini,0,78,0.1529
coffee_martini,0,79,0.153
coffee_martini,0,80,0.1529
coffee_martini,0,81,0.1529
coffee_martini,0,82,0.1528
coffee_martini,0,83,0.1528
coffee_martini,0,84,0.1526
coffee_martini,0,85,0.1526
coffee_martini,0,86,0.1526
coffee_martini,0,87,0.1527
coffee_martini,0,88,0.1527
coffee_martini,0,89,0.1526
coffee_martini,0,90,0.1526
coffee_martini,0,91,0.1527
