scene_name,pred_video_num,pred_frame_num,DepthSROCC01
coffee_martini,0,0,0.5102
coffee_martini,0,1,0.5098
coffee_martini,0,2,0.5093
coffee_martini,0,3,0.5097
coffee_martini,0,4,0.5106
coffee_martini,0,5,0.5114
coffee_martini,0,6,0.5122
coffee_martini,0,7,0.5118
coffee_martini,0,8,0.5136
coffee_martini,0,9,0.5114
coffee_martini,0,10,0.5117
coffee_martini,0,11,0.5119
coffee_martini,0,12,0.512
coffee_martini,0,13,0.5123
coffee_martini,0,14,0.5122
coffee_martini,0,15,0.5124
coffee_martini,0,16,0.5125
coffee_martini,0,17,0.5127
coffee_martini,0,18,0.5129
coffee_martini,0,19,0.5129
coffee_martini,0,20,0.5126
coffee_martini,0,21,0.5129
coffee_martini,0,22,0.5131
coffee_martini,0,23,0.5133
coffee_martini,0,24,0.5134
coffee_martini,0,25,0.5137
coffee_martini,0,26,0.5141
coffee_martini,0,27,0.5137
coffee_martini,0,28,0.5135
coffee_martini,0,29,0.5136
coffee_martini,0,30,0.5136
coffee_martini,0,31,0.5137
coffee_martini,0,32,0.5135
coffee_martini,0,33,0.5137
coffee_martini,0,34,0.5139
coffee_martini,0,35,0.5139
coffee_martini,0,36,0.5137
coffee_martini,0,37,0.5137
coffee_martini,0,38,0.5138
coffee_martini,0,39,0.5142
coffee_martini,0,40,0.5142
coffee_martini,0,41,0.5141
coffee_martini,0,42,0.514
coffee_martini,0,43,0.514
coffee_martini,0,44,0.5137
coffee_martini,0,45,0.5138
coffee_martini,0,46,0.5136
coffee_martini,0,47,0.5136
coffee_martini,0,48,0.5132
coffee_martini,0,49,0.5131
coffee_martini,0,50,0.5131
coffee_martini,0,51,0.5131
coffee_martini,0,52,0.5129
coffee_martini,0,53,0.5128
coffee_martini,0,54,0.5128
coffee_martini,0,55,0.5128
coffee_martini,0,56,0.5129
coffee_martini,0,57,0.513
coffee_martini,0,58,0.5132
coffee_martini,0,59,0.5134
coffee_martini,0,60,0.513
coffee_martini,0,61,0.5129
coffee_martini,0,62,0.5129
coffee_martini,0,63,0.5131
coffee_martini,0,64,0.5129
coffee_martini,0,65,0.5129
coffee_martini,0,66,0.5131
coffee_martini,0,67,0.5134
coffee_martini,0,68,0.5133
coffee_martini,0,69,0.5135
coffee_martini,0,70,0.5137
coffee_martini,0,71,0.5139
coffee_martini,0,72,0.5136
coffee_martini,0,73,0.5137
coffee_martini,0,74,0.5136
coffee_martini,0,75,0.5138
coffee_martini,0,76,0.5135
coffee_martini,0,77,0.5136
coffee_martini,0,78,0.5137
coffee_martini,0,79,0.5137
coffee_martini,0,80,0.5138
coffee_martini,0,81,0.5138
coffee_martini,0,82,0.5137
coffee_martini,0,83,0.5138
coffee_martini,0,84,0.5139
coffee_martini,0,85,0.5141
coffee_martini,0,86,0.5136
coffee_martini,0,87,0.5134
coffee_martini,0,88,0.5134
coffee_martini,0,89,0.5135
coffee_martini,0,90,0.5134
coffee_martini,0,91,0.5133
coffee_martini,0,92,0.5134
coffee_martini,0,93,0.5135
coffee_martini,0,94,0.5133
coffee_martini,0,95,0.5132
coffee_martini,0,96,0.5133
coffee_martini,0,97,0.5135
coffee_martini,0,98,0.5133
coffee_martini,0,99,0.5133
coffee_martini,0,100,0.5134
coffee_martini,0,101,0.5137
coffee_martini,0,102,0.5137
coffee_martini,0,103,0.5138
coffee_martini,0,104,0.5139
coffee_martini,0,105,0.5139
coffee_martini,0,106,0.5137
coffee_martini,0,107,0.5145
coffee_martini,0,108,0.5149
coffee_martini,0,109,0.5137
coffee_martini,0,110,0.5132
coffee_martini,0,111,0.5133
coffee_martini,0,112,0.516
coffee_martini,0,113,0.5153
coffee_martini,0,114,0.5147
coffee_martini,0,115,0.5142
coffee_martini,0,116,0.5136
coffee_martini,0,117,0.5151
coffee_martini,0,118,0.5152
coffee_martini,0,119,0.5154
coffee_martini,0,120,0.5154
coffee_martini,0,121,0.5155
coffee_martini,0,122,0.5157
coffee_martini,0,123,0.5159
coffee_martini,0,124,0.5159
coffee_martini,0,125,0.516
coffee_martini,0,126,0.5154
coffee_martini,0,127,0.5151
coffee_martini,0,128,0.5151
coffee_martini,0,129,0.5152
coffee_martini,0,130,0.515
coffee_martini,0,131,0.5152
coffee_martini,0,132,0.515
coffee_martini,0,133,0.515
coffee_martini,0,134,0.515
coffee_martini,0,135,0.5152
coffee_martini,0,136,0.5153
coffee_martini,0,137,0.5156
coffee_martini,0,138,0.5157
coffee_martini,0,139,0.5158
coffee_martini,0,140,0.5156
coffee_martini,0,141,0.5157
coffee_martini,0,142,0.515
coffee_martini,0,143,0.5148
coffee_martini,0,144,0.5147
coffee_martini,0,145,0.5149
coffee_martini,0,146,0.5148
coffee_martini,0,147,0.5147
coffee_martini,0,148,0.5151
coffee_martini,0,149,0.5149
coffee_martini,0,150,0.5148
coffee_martini,0,151,0.5147
coffee_martini,0,152,0.5149
coffee_martini,0,153,0.5146
coffee_martini,0,154,0.5149
coffee_martini,0,155,0.5149
coffee_martini,0,156,0.5152
coffee_martini,0,157,0.5148
coffee_martini,0,158,0.515
coffee_martini,0,159,0.5149
coffee_martini,0,160,0.5151
coffee_martini,0,161,0.5153
coffee_martini,0,162,0.5157
coffee_martini,0,163,0.515
coffee_martini,0,164,0.5149
coffee_martini,0,165,0.5149
coffee_martini,0,166,0.5152
coffee_martini,0,167,0.5152
coffee_martini,0,168,0.5137
coffee_martini,0,169,0.5146
coffee_martini,0,170,0.5152
coffee_martini,0,171,0.5146
coffee_martini,0,172,0.516
coffee_martini,0,173,0.5154
coffee_martini,0,174,0.5146
coffee_martini,0,175,0.5138
coffee_martini,0,176,0.5135
coffee_martini,0,177,0.5129
coffee_martini,0,178,0.5128
coffee_martini,0,179,0.5119
coffee_martini,0,180,0.5117
coffee_martini,0,181,0.5115
coffee_martini,0,182,0.5117
coffee_martini,0,183,0.5116
coffee_martini,0,184,0.5118
coffee_martini,0,185,0.5119
coffee_martini,0,186,0.5119
coffee_martini,0,187,0.5119
coffee_martini,0,188,0.5122
coffee_martini,0,189,0.5124
coffee_martini,0,190,0.5125
coffee_martini,0,191,0.5125
coffee_martini,0,192,0.5128
coffee_martini,0,193,0.5125
coffee_martini,0,194,0.5124
coffee_martini,0,195,0.5125
coffee_martini,0,196,0.5126
coffee_martini,0,197,0.5119
coffee_martini,0,198,0.512
coffee_martini,0,199,0.5124
coffee_martini,0,200,0.5131
coffee_martini,0,201,0.5136
coffee_martini,0,202,0.512
coffee_martini,0,203,0.5125
coffee_martini,0,204,0.5131
coffee_martini,0,205,0.513
coffee_martini,0,206,0.5133
coffee_martini,0,207,0.5137
coffee_martini,0,208,0.5138
coffee_martini,0,209,0.5137
coffee_martini,0,210,0.514
coffee_martini,0,211,0.5134
coffee_martini,0,212,0.5135
coffee_martini,0,213,0.5136
coffee_martini,0,214,0.5133
coffee_martini,0,215,0.5132
coffee_martini,0,216,0.5135
coffee_martini,0,217,0.5137
coffee_martini,0,218,0.5139
coffee_martini,0,219,0.5137
coffee_martini,0,220,0.5138
coffee_martini,0,221,0.5138
