scene_name,video_num,MS_SSIM
coffee_martini,0,0.8798
cook_spinach,0,0.8699
cut_roasted_beef,0,0.931
flame_salmon_1,0,0.8629
flame_steak,0,0.8979
sear_steak,0,0.907
