scene_name,video_num,PSNR
coffee_martini,0,23.4336
cook_spinach,0,25.7617
cut_roasted_beef,0,28.3194
flame_salmon_1,0,22.8512
flame_steak,0,27.099
sear_steak,0,27.6776
