scene_name,video_num,LPIPS_Alex
coffee_martini,0,0.4165
cook_spinach,0,0.3046
cut_roasted_beef,0,0.1861
flame_salmon_1,0,0.6103
flame_steak,0,0.2535
sear_steak,0,0.2381
