scene_name,pred_video_num,pred_frame_num,DepthMAE01
coffee_martini,0,0,0.5757
coffee_martini,0,1,0.5746
coffee_martini,0,2,0.5734
coffee_martini,0,3,0.5729
coffee_martini,0,4,0.5731
coffee_martini,0,5,0.5731
coffee_martini,0,6,0.5736
coffee_martini,0,7,0.573
coffee_martini,0,8,0.5779
coffee_martini,0,9,0.5736
coffee_martini,0,10,0.5715
coffee_martini,0,11,0.5697
coffee_martini,0,12,0.5699
coffee_martini,0,13,0.5696
coffee_martini,0,14,0.5716
coffee_martini,0,15,0.5727
coffee_martini,0,16,0.5737
coffee_martini,0,17,0.5733
coffee_martini,0,18,0.5723
coffee_martini,0,19,0.572
coffee_martini,0,20,0.5717
coffee_martini,0,21,0.5714
coffee_martini,0,22,0.5701
coffee_martini,0,23,0.5706
coffee_martini,0,24,0.5712
coffee_martini,0,25,0.5694
coffee_martini,0,26,0.5703
coffee_martini,0,27,0.57
coffee_martini,0,28,0.5695
coffee_martini,0,29,0.5695
coffee_martini,0,30,0.569
coffee_martini,0,31,0.5688
coffee_martini,0,32,0.5695
coffee_martini,0,33,0.5692
coffee_martini,0,34,0.5686
coffee_martini,0,35,0.5686
coffee_martini,0,36,0.5688
coffee_martini,0,37,0.5688
coffee_martini,0,38,0.5687
coffee_martini,0,39,0.5688
coffee_martini,0,40,0.5693
coffee_martini,0,41,0.5688
coffee_martini,0,42,0.5685
coffee_martini,0,43,0.5684
coffee_martini,0,44,0.5689
coffee_martini,0,45,0.5684
coffee_martini,0,46,0.5682
coffee_martini,0,47,0.5681
coffee_martini,0,48,0.5686
coffee_martini,0,49,0.5686
coffee_martini,0,50,0.5699
coffee_martini,0,51,0.5697
coffee_martini,0,52,0.5686
coffee_martini,0,53,0.5681
coffee_martini,0,54,0.5681
coffee_martini,0,55,0.5679
coffee_martini,0,56,0.568
coffee_martini,0,57,0.569
coffee_martini,0,58,0.5697
coffee_martini,0,59,0.5702
coffee_martini,0,60,0.5709
coffee_martini,0,61,0.5709
coffee_martini,0,62,0.5702
coffee_martini,0,63,0.5695
