scene_name,video_num,PSNR
coffee_martini,0,17.2964
cook_spinach,0,21.7379
cut_roasted_beef,0,24.1592
flame_salmon_1,0,13.6709
flame_steak,0,22.7047
sear_steak,0,22.5095
