scene_name,video_num,LPIPS_VGG
coffee_martini,0,0.4584
cook_spinach,0,0.381
cut_roasted_beef,0,0.2999
flame_salmon_1,0,0.5683
flame_steak,0,0.3398
sear_steak,0,0.3226
