scene_name,video_num,frame_num,PSNR
Birthday,5,0,24.79203851602522
Birthday,5,1,24.81330860196255
Birthday,5,2,24.793566489307675
Birthday,5,3,24.837376685002322
Birthday,5,4,24.806522492971332
Birthday,5,5,24.84248831412725
Birthday,5,6,24.83152170368072
Birthday,5,7,24.861896997824662
Birthday,5,8,24.83960292193281
Birthday,5,9,24.876519269637033
Birthday,5,10,24.867666552658182
Birthday,5,11,24.895915517252185
Birthday,5,12,24.84981274342472
Birthday,5,13,24.875714691554272
Birthday,5,14,24.861039379160424
Birthday,5,15,24.890032577203517
Birthday,5,16,24.854122370654146
Birthday,5,17,24.891170045784893
Birthday,5,18,24.87027240001533
Birthday,5,19,24.896614249874712
Birthday,5,20,24.864249272092074
Birthday,5,21,24.909265186448515
Birthday,5,22,24.874178979681687
Birthday,5,23,24.88523373284847
Birthday,5,24,24.845538555745247
Birthday,5,25,24.859699243907784
Birthday,5,26,24.845875854961783
Birthday,5,27,24.860745802148145
Birthday,5,28,24.8334159675851
Birthday,5,29,24.874443022570638
Birthday,5,30,24.87111135697845
Birthday,5,31,24.905045675823736
Birthday,5,32,24.89775094524784
Birthday,5,33,24.892237005140064
Birthday,5,34,24.868441410944428
Birthday,5,35,24.847424125945167
Birthday,5,36,24.812524835985073
Birthday,5,37,24.815611100775804
Birthday,5,38,24.824298352936516
Birthday,5,39,24.84016012183059
Birthday,5,40,24.85541006204145
Birthday,5,41,24.86652405951853
Birthday,5,42,24.884918897681388
Birthday,5,43,24.872066593333848
Birthday,5,44,24.86600408277537
Birthday,5,45,24.880931404246006
Birthday,5,46,24.8921340715918
Birthday,5,47,24.888225961625782
Birthday,5,48,24.88578155684729
Birthday,5,49,24.912834358737506
Birthday,5,50,24.951994694593616
Birthday,5,51,24.954989620167378
Birthday,5,52,24.961609062566772
Birthday,5,53,24.977098230523595
Birthday,5,54,25.00028016098215
Birthday,5,55,25.015111631046963
Birthday,5,56,25.02743271559451
Birthday,5,57,25.050261898485214
