scene_name,video_num,frame_num,PSNR
sear_steak,0,0,27.48104170227757
sear_steak,0,1,27.499197126897528
sear_steak,0,2,27.449327342205578
sear_steak,0,3,27.458557759399728
sear_steak,0,4,27.434542843282912
sear_steak,0,5,27.476445895145023
sear_steak,0,6,27.455196901667698
sear_steak,0,7,27.51242106825636
sear_steak,0,8,27.534354063662207
sear_steak,0,9,27.630645889528992
sear_steak,0,10,27.67377448700148
sear_steak,0,11,27.71321399444382
sear_steak,0,12,27.69141414888063
sear_steak,0,13,27.727459009039563
sear_steak,0,14,27.722783288600205
sear_steak,0,15,27.747599442764145
sear_steak,0,16,27.729051669706834
sear_steak,0,17,27.754840411298463
sear_steak,0,18,27.721824212955454
sear_steak,0,19,27.75606887107721
sear_steak,0,20,27.736194508132634
sear_steak,0,21,27.773317519152716
sear_steak,0,22,27.76622586234805
sear_steak,0,23,27.76757910219922
sear_steak,0,24,27.76356898277828
sear_steak,0,25,27.819429494895694
sear_steak,0,26,27.818883299148563
sear_steak,0,27,27.821833878771756
sear_steak,0,28,27.784818971612367
sear_steak,0,29,27.810495205973957
sear_steak,0,30,27.796380490224394
sear_steak,0,31,27.796156159491762
sear_steak,0,32,27.763620340156137
sear_steak,0,33,27.806160939704817
sear_steak,0,34,27.800506345289428
sear_steak,0,35,27.82983040970782
sear_steak,0,36,27.8167230567733
sear_steak,0,37,27.847971723413355
sear_steak,0,38,27.83151476635546
sear_steak,0,39,27.82589083055488
sear_steak,0,40,27.800057878306003
sear_steak,0,41,27.835414917242
sear_steak,0,42,27.82769660226797
sear_steak,0,43,27.84828130360689
sear_steak,0,44,27.832164752928996
sear_steak,0,45,27.869058751825435
sear_steak,0,46,27.864697522239762
sear_steak,0,47,27.866268013143557
sear_steak,0,48,27.824636030000207
sear_steak,0,49,27.822970876613073
sear_steak,0,50,27.793372622213212
sear_steak,0,51,27.79074529547206
sear_steak,0,52,27.767945299229044
sear_steak,0,53,27.815475182131053
sear_steak,0,54,27.83045314670725
sear_steak,0,55,27.837874266702364
sear_steak,0,56,27.810665307290595
sear_steak,0,57,27.824446998678983
sear_steak,0,58,27.810307094502097
sear_steak,0,59,27.812236539973817
sear_steak,0,60,27.791980914144574
sear_steak,0,61,27.835004597995884
sear_steak,0,62,27.83909047717971
sear_steak,0,63,27.853151855187658
sear_steak,0,64,27.836505092830844
sear_steak,0,65,27.871279565875568
sear_steak,0,66,27.86729139549864
sear_steak,0,67,27.875469168238688
sear_steak,0,68,27.842814376775564
sear_steak,0,69,27.865941992150884
sear_steak,0,70,27.865631769092296
sear_steak,0,71,27.870288681810944
sear_steak,0,72,27.84725807882342
sear_steak,0,73,27.879294833797495
sear_steak,0,74,27.87741135158484
sear_steak,0,75,27.88509309377213
sear_steak,0,76,27.859835633376044
sear_steak,0,77,27.88141752182101
sear_steak,0,78,27.869854002773955
sear_steak,0,79,27.878633102453463
sear_steak,0,80,27.849183986762572
sear_steak,0,81,27.885394146518454
sear_steak,0,82,27.879710290038577
sear_steak,0,83,27.887312799457703
sear_steak,0,84,27.85641128852193
sear_steak,0,85,27.88980016769238
sear_steak,0,86,27.883617646822177
sear_steak,0,87,27.89222392347181
sear_steak,0,88,27.87026762797752
sear_steak,0,89,27.909458130638157
sear_steak,0,90,27.90388280844258
sear_steak,0,91,27.897558085980897
sear_steak,0,92,27.856220251877815
sear_steak,0,93,27.89027386188345
sear_steak,0,94,27.884492293399788
sear_steak,0,95,27.886811767162826
sear_steak,0,96,27.852229230445328
sear_steak,0,97,27.870580659464515
sear_steak,0,98,27.85344515029719
sear_steak,0,99,27.844011660243094
sear_steak,0,100,27.818025436221994
sear_steak,0,101,27.8264562987475
sear_steak,0,102,27.798964629436405
sear_steak,0,103,27.8023729162595
sear_steak,0,104,27.79150504987787
sear_steak,0,105,27.818108033339605
sear_steak,0,106,27.795557189292182
sear_steak,0,107,27.784091953019228
sear_steak,0,108,27.74218346718473
sear_steak,0,109,27.757471440675378
sear_steak,0,110,27.732672163213252
sear_steak,0,111,27.73482400104706
sear_steak,0,112,27.710803323986028
sear_steak,0,113,27.73876710238769
sear_steak,0,114,27.73986272681899
sear_steak,0,115,27.750254699366124
sear_steak,0,116,27.72813106158612
sear_steak,0,117,27.75611983825599
sear_steak,0,118,27.747886297247454
sear_steak,0,119,27.750180911947155
sear_steak,0,120,27.72801420146703
sear_steak,0,121,27.73959412755652
sear_steak,0,122,27.72302361437148
sear_steak,0,123,27.728885034762335
sear_steak,0,124,27.70454600828256
sear_steak,0,125,27.734721665593977
sear_steak,0,126,27.737063380278396
sear_steak,0,127,27.7447313379451
sear_steak,0,128,27.700042541855417
sear_steak,0,129,27.71227643540934
sear_steak,0,130,27.69961980908468
sear_steak,0,131,27.710595904659236
sear_steak,0,132,27.692382876996923
sear_steak,0,133,27.713065882485317
sear_steak,0,134,27.700117566336555
sear_steak,0,135,27.70421461990489
sear_steak,0,136,27.691235878904582
sear_steak,0,137,27.709870462600243
sear_steak,0,138,27.69267086269364
sear_steak,0,139,27.691776653733665
sear_steak,0,140,27.67189640343046
sear_steak,0,141,27.69451989446535
sear_steak,0,142,27.69173683614762
sear_steak,0,143,27.69378910583418
sear_steak,0,144,27.6726883065622
sear_steak,0,145,27.695457493806956
sear_steak,0,146,27.67986490831534
sear_steak,0,147,27.690803604599097
sear_steak,0,148,27.660449623408482
sear_steak,0,149,27.684316638653705
sear_steak,0,150,27.647440225848662
sear_steak,0,151,27.64518160513788
sear_steak,0,152,27.61235970396976
sear_steak,0,153,27.646591745340746
sear_steak,0,154,27.652875313498548
sear_steak,0,155,27.668035688732672
sear_steak,0,156,27.648111481073894
sear_steak,0,157,27.685790880807385
sear_steak,0,158,27.691629865336182
sear_steak,0,159,27.69381794259937
sear_steak,0,160,27.66650926151435
sear_steak,0,161,27.690495839632444
sear_steak,0,162,27.668093316993883
sear_steak,0,163,27.68120395007791
sear_steak,0,164,27.654538660800906
sear_steak,0,165,27.691166058491564
sear_steak,0,166,27.698388462280967
sear_steak,0,167,27.709455126224455
sear_steak,0,168,27.68710622393392
sear_steak,0,169,27.731691108652253
sear_steak,0,170,27.733408324604447
sear_steak,0,171,27.758184964402087
sear_steak,0,172,27.73680696385261
sear_steak,0,173,27.754674894314487
sear_steak,0,174,27.7439331069367
sear_steak,0,175,27.753083660344235
sear_steak,0,176,27.711265352569793
sear_steak,0,177,27.744200470914638
sear_steak,0,178,27.739783106737086
sear_steak,0,179,27.738249878647693
sear_steak,0,180,27.70814850789888
sear_steak,0,181,27.74576558709349
sear_steak,0,182,27.740651194652695
sear_steak,0,183,27.75038932698941
sear_steak,0,184,27.72991641593311
sear_steak,0,185,27.75724790408127
sear_steak,0,186,27.74407204994183
sear_steak,0,187,27.743205683546257
sear_steak,0,188,27.710558898511376
sear_steak,0,189,27.72027457890229
sear_steak,0,190,27.71381933513627
sear_steak,0,191,27.70960580041909
sear_steak,0,192,27.68779729483393
sear_steak,0,193,27.722332601403586
sear_steak,0,194,27.731820063736215
sear_steak,0,195,27.742613670690194
sear_steak,0,196,27.715721316833392
sear_steak,0,197,27.744520487237132
sear_steak,0,198,27.729587582261402
sear_steak,0,199,27.719179697961156
sear_steak,0,200,27.66620321331162
sear_steak,0,201,27.68441126706149
sear_steak,0,202,27.67193249001085
sear_steak,0,203,27.664389818061043
sear_steak,0,204,27.612447817331997
sear_steak,0,205,27.59935983324304
sear_steak,0,206,27.615329992958788
sear_steak,0,207,27.64924125959687
sear_steak,0,208,27.569995550841206
sear_steak,0,209,27.549988168471224
sear_steak,0,210,27.555020682767037
sear_steak,0,211,27.57551850837293
sear_steak,0,212,27.517721654416608
sear_steak,0,213,27.541168296423358
sear_steak,0,214,27.540907116603922
sear_steak,0,215,27.521981588281903
sear_steak,0,216,27.50354676091458
sear_steak,0,217,27.55803728777515
sear_steak,0,218,27.548341953871738
sear_steak,0,219,27.528398078579706
sear_steak,0,220,27.491517842140407
sear_steak,0,221,27.510946362748605
sear_steak,0,222,27.499365127193926
sear_steak,0,223,27.504982521699123
sear_steak,0,224,27.479685427708667
sear_steak,0,225,27.503550459985586
sear_steak,0,226,27.473088972174324
sear_steak,0,227,27.471410070995276
sear_steak,0,228,27.45520168536075
sear_steak,0,229,27.499939106169347
sear_steak,0,230,27.492717731522724
sear_steak,0,231,27.490418707495557
sear_steak,0,232,27.480278887227684
sear_steak,0,233,27.503092937262416
sear_steak,0,234,27.50260530752344
sear_steak,0,235,27.50994146666683
sear_steak,0,236,27.500013026756697
sear_steak,0,237,27.52527529677089
sear_steak,0,238,27.509679593488812
sear_steak,0,239,27.50100453716838
sear_steak,0,240,27.500242188573615
sear_steak,0,241,27.552063143851115
sear_steak,0,242,27.5576996049982
sear_steak,0,243,27.563176359155005
sear_steak,0,244,27.54215833924581
sear_steak,0,245,27.582681079863804
sear_steak,0,246,27.591856092974332
sear_steak,0,247,27.59120712219562
sear_steak,0,248,27.600092358813377
sear_steak,0,249,27.56624713462861
sear_steak,0,250,27.573180737247462
sear_steak,0,251,27.600877968327463
sear_steak,0,252,27.597163869804074
sear_steak,0,253,27.61293130557604
sear_steak,0,254,27.582475343706342
sear_steak,0,255,27.660895409146647
sear_steak,0,256,27.669117750006116
sear_steak,0,257,27.671772764797492
sear_steak,0,258,27.593326000096763
sear_steak,0,259,27.624026630260904
sear_steak,0,260,27.648898764439082
sear_steak,0,261,27.65629194753812
sear_steak,0,262,27.63280315563414
sear_steak,0,263,27.657600449016332
sear_steak,0,264,27.651189641042816
sear_steak,0,265,27.649919562107836
sear_steak,0,266,27.613972578302416
sear_steak,0,267,27.62434551927639
sear_steak,0,268,27.618522318863977
sear_steak,0,269,27.618558549018218
sear_steak,0,270,27.61192791598756
sear_steak,0,271,27.646080678330968
sear_steak,0,272,27.63105287756089
sear_steak,0,273,27.61414274272923
sear_steak,0,274,27.545184406409213
sear_steak,0,275,27.50794433472118
sear_steak,0,276,27.442344434229277
sear_steak,0,277,27.40102461412103
sear_steak,0,278,27.40864924484368
sear_steak,0,279,27.473041503154967
sear_steak,0,280,27.53982582708193
sear_steak,0,281,27.506631172589348
sear_steak,0,282,27.431162732817036
sear_steak,0,283,27.437922783769068
sear_steak,0,284,27.40959532962563
sear_steak,0,285,27.403808728464174
sear_steak,0,286,27.37334719338895
sear_steak,0,287,27.38124589814997
sear_steak,0,288,27.35093424217563
sear_steak,0,289,27.313213205182905
sear_steak,0,290,27.279461721384017
sear_steak,0,291,27.27757724538201
sear_steak,0,292,27.28273495264382
sear_steak,0,293,27.29710218952971
sear_steak,0,294,27.306427643149057
sear_steak,0,295,27.329797548457933
sear_steak,0,296,27.304657820644596
sear_steak,0,297,27.276777772171265
sear_steak,0,298,27.238484893649407
sear_steak,0,299,27.22222869171273
