scene_name,pred_video_num,pred_frame_num,DepthRMSE02
Birthday,5,0,0.1128
Birthday,5,1,0.1125
Birthday,5,2,0.1124
Birthday,5,3,0.1124
Birthday,5,4,0.1123
Birthday,5,5,0.1123
Birthday,5,6,0.1124
Birthday,5,7,0.1124
Birthday,5,8,0.1125
Birthday,5,9,0.1126
Birthday,5,10,0.1126
Birthday,5,11,0.1125
Birthday,5,12,0.1125
Birthday,5,13,0.1126
Birthday,5,14,0.1127
Birthday,5,15,0.1128
Birthday,5,16,0.1127
Birthday,5,17,0.1127
Birthday,5,18,0.1127
Birthday,5,19,0.1128
Birthday,5,20,0.1128
Birthday,5,21,0.1127
Birthday,5,22,0.1128
Birthday,5,23,0.1129
Birthday,5,24,0.1128
Birthday,5,25,0.1122
Birthday,5,26,0.1121
Birthday,5,27,0.1118
Birthday,5,28,0.1118
Birthday,5,29,0.1117
Birthday,5,30,0.1117
Birthday,5,31,0.1117
Birthday,5,32,0.1116
Birthday,5,33,0.1115
Birthday,5,34,0.1115
Birthday,5,35,0.1116
Birthday,5,36,0.1115
Birthday,5,37,0.1115
Birthday,5,38,0.1111
Birthday,5,39,0.1111
Birthday,5,40,0.1109
Birthday,5,41,0.1108
Birthday,5,42,0.1105
Birthday,5,43,0.1105
Birthday,5,44,0.1103
Birthday,5,45,0.1102
Birthday,5,46,0.1101
Birthday,5,47,0.1099
Birthday,5,48,0.1101
Birthday,5,49,0.1103
Birthday,5,50,0.1103
Birthday,5,51,0.1103
Birthday,5,52,0.11
Birthday,5,53,0.11
Birthday,5,54,0.1101
Birthday,5,55,0.1103
Birthday,5,56,0.11
Birthday,5,57,0.1098
Birthday,5,58,0.1096
Birthday,5,59,0.1094
Birthday,5,60,0.1087
Birthday,5,61,0.1084
Birthday,5,62,0.1079
Birthday,5,63,0.1079
Birthday,5,64,0.1076
Birthday,5,65,0.1072
Birthday,5,66,0.1068
Birthday,5,67,0.1064
Birthday,5,68,0.1056
Birthday,5,69,0.1053
Birthday,5,70,0.1041
Birthday,5,71,0.1036
Birthday,5,72,0.1027
Birthday,5,73,0.1023
Birthday,5,74,0.1014
Birthday,5,75,0.1006
Birthday,5,76,0.1
Birthday,5,77,0.0996
Birthday,5,78,0.099
Birthday,5,79,0.0987
Birthday,5,80,0.0984
Birthday,5,81,0.0983
Birthday,5,82,0.0981
Birthday,5,83,0.0977
Birthday,5,84,0.0974
Birthday,5,85,0.0975
Birthday,5,86,0.0977
Birthday,5,87,0.0984
Birthday,5,88,0.0989
Birthday,5,89,0.0995
Birthday,5,90,0.1004
Birthday,5,91,0.101
Birthday,5,92,0.1016
Birthday,5,93,0.1019
Birthday,5,94,0.103
Birthday,5,95,0.1032
Birthday,5,96,0.1036
Birthday,5,97,0.104
Birthday,5,98,0.1042
Birthday,5,99,0.1047
Birthday,5,100,0.1048
Birthday,5,101,0.1055
Birthday,5,102,0.1062
Birthday,5,103,0.107
Birthday,5,104,0.1077
Birthday,5,105,0.1079
Birthday,5,106,0.108
Birthday,5,107,0.1082
Birthday,5,108,0.1083
Birthday,5,109,0.1083
Birthday,5,110,0.1083
Birthday,5,111,0.1084
Birthday,5,112,0.108
Birthday,5,113,0.1078
Birthday,5,114,0.1074
Birthday,5,115,0.1072
Birthday,5,116,0.107
Birthday,5,117,0.107
Birthday,5,118,0.107
Birthday,5,119,0.1068
Birthday,5,120,0.1068
Birthday,5,121,0.1068
Birthday,5,122,0.1063
Birthday,5,123,0.1062
Birthday,5,124,0.1061
Birthday,5,125,0.1062
Birthday,5,126,0.1059
Birthday,5,127,0.1057
Birthday,5,128,0.1054
Birthday,5,129,0.1054
Birthday,5,130,0.1043
Birthday,5,131,0.1042
Birthday,5,132,0.1041
Birthday,5,133,0.1042
Birthday,5,134,0.1034
Birthday,5,135,0.1033
Birthday,5,136,0.1027
Birthday,5,137,0.1024
Birthday,5,138,0.1019
Birthday,5,139,0.1019
Birthday,5,140,0.1018
Birthday,5,141,0.1019
Birthday,5,142,0.1015
Birthday,5,143,0.1015
Birthday,5,144,0.1015
Birthday,5,145,0.1016
Birthday,5,146,0.1015
Birthday,5,147,0.1017
Birthday,5,148,0.1018
Birthday,5,149,0.102
