scene_name,pred_video_num,pred_frame_num,DepthSROCC02
Birthday,5,0,0.92
Birthday,5,1,0.92
Birthday,5,2,0.9203
Birthday,5,3,0.9205
Birthday,5,4,0.9203
Birthday,5,5,0.9204
Birthday,5,6,0.9205
Birthday,5,7,0.9205
Birthday,5,8,0.9204
Birthday,5,9,0.9204
Birthday,5,10,0.9205
Birthday,5,11,0.9206
Birthday,5,12,0.9204
Birthday,5,13,0.9206
Birthday,5,14,0.9207
Birthday,5,15,0.9207
Birthday,5,16,0.9206
Birthday,5,17,0.9206
Birthday,5,18,0.9206
Birthday,5,19,0.9206
Birthday,5,20,0.9208
Birthday,5,21,0.9206
Birthday,5,22,0.9206
Birthday,5,23,0.9205
Birthday,5,24,0.9202
Birthday,5,25,0.9196
Birthday,5,26,0.9187
Birthday,5,27,0.9177
Birthday,5,28,0.9178
Birthday,5,29,0.9182
Birthday,5,30,0.9182
Birthday,5,31,0.9181
Birthday,5,32,0.9177
Birthday,5,33,0.9176
Birthday,5,34,0.9174
Birthday,5,35,0.9174
Birthday,5,36,0.9173
Birthday,5,37,0.9174
Birthday,5,38,0.9178
Birthday,5,39,0.9179
Birthday,5,40,0.9181
Birthday,5,41,0.9182
Birthday,5,42,0.9188
Birthday,5,43,0.9186
Birthday,5,44,0.9196
Birthday,5,45,0.9198
Birthday,5,46,0.9201
Birthday,5,47,0.9198
Birthday,5,48,0.9204
Birthday,5,49,0.9204
Birthday,5,50,0.9205
Birthday,5,51,0.9209
Birthday,5,52,0.9215
Birthday,5,53,0.921
Birthday,5,54,0.9214
Birthday,5,55,0.9217
Birthday,5,56,0.9224
Birthday,5,57,0.9227
Birthday,5,58,0.923
Birthday,5,59,0.9227
Birthday,5,60,0.9232
Birthday,5,61,0.923
Birthday,5,62,0.9237
Birthday,5,63,0.9234
Birthday,5,64,0.923
Birthday,5,65,0.9236
Birthday,5,66,0.9238
Birthday,5,67,0.924
Birthday,5,68,0.9245
Birthday,5,69,0.9251
Birthday,5,70,0.9255
Birthday,5,71,0.9266
Birthday,5,72,0.927
Birthday,5,73,0.9277
Birthday,5,74,0.928
Birthday,5,75,0.9285
Birthday,5,76,0.9286
Birthday,5,77,0.929
Birthday,5,78,0.9293
Birthday,5,79,0.9298
Birthday,5,80,0.9306
Birthday,5,81,0.9313
Birthday,5,82,0.9321
Birthday,5,83,0.9327
Birthday,5,84,0.9332
Birthday,5,85,0.9335
Birthday,5,86,0.9334
Birthday,5,87,0.9325
Birthday,5,88,0.9311
Birthday,5,89,0.9301
Birthday,5,90,0.9288
Birthday,5,91,0.928
Birthday,5,92,0.9271
Birthday,5,93,0.9269
Birthday,5,94,0.9257
Birthday,5,95,0.9257
Birthday,5,96,0.9255
Birthday,5,97,0.9256
Birthday,5,98,0.926
Birthday,5,99,0.9262
Birthday,5,100,0.9266
Birthday,5,101,0.9263
Birthday,5,102,0.9261
Birthday,5,103,0.9259
Birthday,5,104,0.926
Birthday,5,105,0.9262
Birthday,5,106,0.9266
Birthday,5,107,0.9269
Birthday,5,108,0.9273
Birthday,5,109,0.9277
Birthday,5,110,0.9281
Birthday,5,111,0.9283
Birthday,5,112,0.9288
Birthday,5,113,0.9289
Birthday,5,114,0.9292
Birthday,5,115,0.9295
Birthday,5,116,0.9297
Birthday,5,117,0.9301
Birthday,5,118,0.9301
Birthday,5,119,0.9304
Birthday,5,120,0.9306
Birthday,5,121,0.9307
Birthday,5,122,0.9312
Birthday,5,123,0.9316
Birthday,5,124,0.932
Birthday,5,125,0.9319
Birthday,5,126,0.9323
Birthday,5,127,0.9326
Birthday,5,128,0.9327
Birthday,5,129,0.9331
Birthday,5,130,0.9335
Birthday,5,131,0.9334
Birthday,5,132,0.9343
Birthday,5,133,0.9346
Birthday,5,134,0.9352
Birthday,5,135,0.9358
Birthday,5,136,0.9367
Birthday,5,137,0.9373
Birthday,5,138,0.9382
Birthday,5,139,0.9387
Birthday,5,140,0.9391
Birthday,5,141,0.9391
Birthday,5,142,0.9395
Birthday,5,143,0.9393
Birthday,5,144,0.9395
Birthday,5,145,0.9393
Birthday,5,146,0.9394
Birthday,5,147,0.9392
Birthday,5,148,0.9393
Birthday,5,149,0.9391
Birthday,5,150,0.9391
Birthday,5,151,0.9387
Birthday,5,152,0.9387
Birthday,5,153,0.9385
Birthday,5,154,0.9382
Birthday,5,155,0.9383
Birthday,5,156,0.9382
Birthday,5,157,0.9381
Birthday,5,158,0.938
Birthday,5,159,0.9379
Birthday,5,160,0.9379
Birthday,5,161,0.9379
Birthday,5,162,0.9377
Birthday,5,163,0.9375
Birthday,5,164,0.9374
Birthday,5,165,0.9373
Birthday,5,166,0.9372
Birthday,5,167,0.9369
Birthday,5,168,0.9368
Birthday,5,169,0.9367
Birthday,5,170,0.9365
Birthday,5,171,0.9365
Birthday,5,172,0.9365
Birthday,5,173,0.9364
Birthday,5,174,0.9362
Birthday,5,175,0.9362
Birthday,5,176,0.9359
Birthday,5,177,0.9358
Birthday,5,178,0.9359
Birthday,5,179,0.9358
Birthday,5,180,0.9356
Birthday,5,181,0.9357
