scene_name,video_num,frame_num,MSE
Birthday,5,0,0.0054
Birthday,5,1,0.0053
Birthday,5,2,0.0054
Birthday,5,3,0.0053
Birthday,5,4,0.0053
Birthday,5,5,0.0053
Birthday,5,6,0.0053
Birthday,5,7,0.0053
Birthday,5,8,0.0053
Birthday,5,9,0.0053
Birthday,5,10,0.0053
Birthday,5,11,0.0053
Birthday,5,12,0.0053
Birthday,5,13,0.0053
Birthday,5,14,0.0053
Birthday,5,15,0.0053
Birthday,5,16,0.0053
Birthday,5,17,0.0053
Birthday,5,18,0.0053
Birthday,5,19,0.0053
Birthday,5,20,0.0053
Birthday,5,21,0.0053
Birthday,5,22,0.0054
Birthday,5,23,0.0053
Birthday,5,24,0.0054
Birthday,5,25,0.0053
Birthday,5,26,0.0054
Birthday,5,27,0.0053
Birthday,5,28,0.0054
Birthday,5,29,0.0053
Birthday,5,30,0.0053
Birthday,5,31,0.0053
Birthday,5,32,0.0053
Birthday,5,33,0.0053
Birthday,5,34,0.0054
Birthday,5,35,0.0054
Birthday,5,36,0.0054
Birthday,5,37,0.0054
Birthday,5,38,0.0054
Birthday,5,39,0.0054
Birthday,5,40,0.0054
Birthday,5,41,0.0054
Birthday,5,42,0.0054
Birthday,5,43,0.0054
Birthday,5,44,0.0054
Birthday,5,45,0.0054
Birthday,5,46,0.0054
Birthday,5,47,0.0054
Birthday,5,48,0.0054
Birthday,5,49,0.0054
Birthday,5,50,0.0053
Birthday,5,51,0.0053
Birthday,5,52,0.0054
Birthday,5,53,0.0053
Birthday,5,54,0.0053
Birthday,5,55,0.0053
Birthday,5,56,0.0053
Birthday,5,57,0.0053
Birthday,5,58,0.0053
Birthday,5,59,0.0053
Birthday,5,60,0.0053
Birthday,5,61,0.0052
Birthday,5,62,0.0053
Birthday,5,63,0.0052
Birthday,5,64,0.0053
Birthday,5,65,0.0052
Birthday,5,66,0.0052
Birthday,5,67,0.0052
Birthday,5,68,0.0052
Birthday,5,69,0.0051
Birthday,5,70,0.0051
Birthday,5,71,0.0051
Birthday,5,72,0.0051
Birthday,5,73,0.0051
Birthday,5,74,0.005
Birthday,5,75,0.005
Birthday,5,76,0.005
Birthday,5,77,0.005
Birthday,5,78,0.005
Birthday,5,79,0.005
Birthday,5,80,0.0049
Birthday,5,81,0.0049
Birthday,5,82,0.0049
Birthday,5,83,0.0049
Birthday,5,84,0.005
Birthday,5,85,0.005
Birthday,5,86,0.005
Birthday,5,87,0.0051
Birthday,5,88,0.0051
Birthday,5,89,0.0051
Birthday,5,90,0.0051
Birthday,5,91,0.0051
Birthday,5,92,0.0051
Birthday,5,93,0.0051
Birthday,5,94,0.0051
Birthday,5,95,0.0051
Birthday,5,96,0.0051
Birthday,5,97,0.0051
Birthday,5,98,0.0052
Birthday,5,99,0.0052
Birthday,5,100,0.0052
Birthday,5,101,0.0052
Birthday,5,102,0.0053
Birthday,5,103,0.0051
Birthday,5,104,0.0051
Birthday,5,105,0.005
Birthday,5,106,0.005
Birthday,5,107,0.0049
Birthday,5,108,0.0048
Birthday,5,109,0.0048
Birthday,5,110,0.0048
Birthday,5,111,0.0048
Birthday,5,112,0.0048
Birthday,5,113,0.0048
Birthday,5,114,0.0048
Birthday,5,115,0.0047
Birthday,5,116,0.0047
Birthday,5,117,0.0047
Birthday,5,118,0.0048
Birthday,5,119,0.0047
Birthday,5,120,0.0048
Birthday,5,121,0.0047
Birthday,5,122,0.0048
Birthday,5,123,0.0048
Birthday,5,124,0.0049
Birthday,5,125,0.0049
Birthday,5,126,0.005
Birthday,5,127,0.005
Birthday,5,128,0.0051
Birthday,5,129,0.0051
Birthday,5,130,0.0052
Birthday,5,131,0.0051
Birthday,5,132,0.0052
Birthday,5,133,0.0051
Birthday,5,134,0.0051
Birthday,5,135,0.0051
Birthday,5,136,0.0052
Birthday,5,137,0.0051
Birthday,5,138,0.0051
Birthday,5,139,0.005
Birthday,5,140,0.005
Birthday,5,141,0.0049
Birthday,5,142,0.005
Birthday,5,143,0.0049
Birthday,5,144,0.0049
Birthday,5,145,0.0048
Birthday,5,146,0.0049
Birthday,5,147,0.0048
Birthday,5,148,0.0049
Birthday,5,149,0.0048
Birthday,5,150,0.0049
Birthday,5,151,0.0048
Birthday,5,152,0.0048
Birthday,5,153,0.0048
Birthday,5,154,0.0049
Birthday,5,155,0.0048
Birthday,5,156,0.0049
Birthday,5,157,0.0048
Birthday,5,158,0.0049
Birthday,5,159,0.0048
Birthday,5,160,0.0048
Birthday,5,161,0.0048
Birthday,5,162,0.0048
Birthday,5,163,0.0048
Birthday,5,164,0.0047
Birthday,5,165,0.0047
Birthday,5,166,0.0048
Birthday,5,167,0.0047
Birthday,5,168,0.0047
Birthday,5,169,0.0047
Birthday,5,170,0.0047
Birthday,5,171,0.0047
Birthday,5,172,0.0048
Birthday,5,173,0.0048
Birthday,5,174,0.0048
Birthday,5,175,0.0047
Birthday,5,176,0.0048
Birthday,5,177,0.0048
Birthday,5,178,0.0048
Birthday,5,179,0.0048
Birthday,5,180,0.0048
Birthday,5,181,0.0048
Birthday,5,182,0.0048
Birthday,5,183,0.0048
Birthday,5,184,0.0048
Birthday,5,185,0.0048
Birthday,5,186,0.0048
Birthday,5,187,0.0047
Birthday,5,188,0.0048
Birthday,5,189,0.0048
Birthday,5,190,0.0048
Birthday,5,191,0.0047
Birthday,5,192,0.0047
Birthday,5,193,0.0047
Birthday,5,194,0.0047
Birthday,5,195,0.0047
Birthday,5,196,0.0047
Birthday,5,197,0.0047
Birthday,5,198,0.0047
Birthday,5,199,0.0046
Birthday,5,200,0.0047
Birthday,5,201,0.0046
Birthday,5,202,0.0047
Birthday,5,203,0.0046
Birthday,5,204,0.0046
Birthday,5,205,0.0046
Birthday,5,206,0.0046
Birthday,5,207,0.0046
Birthday,5,208,0.0046
Birthday,5,209,0.0046
Birthday,5,210,0.0046
Birthday,5,211,0.0046
Birthday,5,212,0.0046
Birthday,5,213,0.0046
Birthday,5,214,0.0046
Birthday,5,215,0.0046
Birthday,5,216,0.0046
Birthday,5,217,0.0046
Birthday,5,218,0.0046
Birthday,5,219,0.0045
Birthday,5,220,0.0046
Birthday,5,221,0.0045
Birthday,5,222,0.0046
Birthday,5,223,0.0045
Birthday,5,224,0.0045
Birthday,5,225,0.0045
Birthday,5,226,0.0046
Birthday,5,227,0.0045
Birthday,5,228,0.0046
Birthday,5,229,0.0046
Birthday,5,230,0.0046
Birthday,5,231,0.0046
Birthday,5,232,0.0046
Birthday,5,233,0.0046
Birthday,5,234,0.0046
Birthday,5,235,0.0046
Birthday,5,236,0.0047
Birthday,5,237,0.0047
Birthday,5,238,0.0047
Birthday,5,239,0.0046
Birthday,5,240,0.0047
Birthday,5,241,0.0047
Birthday,5,242,0.0047
Birthday,5,243,0.0047
Birthday,5,244,0.0047
