scene_name,video_num,frame_num,LPIPS_VGG
Theater,5,0,0.465210497379303
Theater,5,1,0.46397894620895386
Theater,5,2,0.4643239974975586
Theater,5,3,0.4641171395778656
Theater,5,4,0.46471521258354187
Theater,5,5,0.4632844030857086
Theater,5,6,0.46361243724823
Theater,5,7,0.46298471093177795
Theater,5,8,0.4628310203552246
Theater,5,9,0.4626007080078125
Theater,5,10,0.4634898900985718
Theater,5,11,0.46387267112731934
Theater,5,12,0.4643338918685913
Theater,5,13,0.46390604972839355
Theater,5,14,0.46451762318611145
Theater,5,15,0.46368181705474854
Theater,5,16,0.4647124409675598
Theater,5,17,0.4641420245170593
Theater,5,18,0.4635615944862366
Theater,5,19,0.4630398750305176
Theater,5,20,0.4635668694972992
Theater,5,21,0.4628433883190155
Theater,5,22,0.46323245763778687
Theater,5,23,0.46247535943984985
Theater,5,24,0.46254029870033264
Theater,5,25,0.46164020895957947
Theater,5,26,0.46229442954063416
Theater,5,27,0.46230873465538025
Theater,5,28,0.4625161290168762
Theater,5,29,0.46195346117019653
Theater,5,30,0.46214258670806885
Theater,5,31,0.46252134442329407
Theater,5,32,0.463342547416687
Theater,5,33,0.463218629360199
Theater,5,34,0.46359843015670776
Theater,5,35,0.4630125164985657
Theater,5,36,0.4629262089729309
Theater,5,37,0.4624616503715515
Theater,5,38,0.4625038802623749
Theater,5,39,0.46211522817611694
Theater,5,40,0.4626687169075012
Theater,5,41,0.4626195430755615
Theater,5,42,0.4622763395309448
Theater,5,43,0.46242862939834595
Theater,5,44,0.4634621739387512
Theater,5,45,0.4626311957836151
Theater,5,46,0.4628387987613678
Theater,5,47,0.4624864459037781
Theater,5,48,0.4630933403968811
Theater,5,49,0.4630280137062073
Theater,5,50,0.46333128213882446
Theater,5,51,0.46316617727279663
Theater,5,52,0.46358680725097656
Theater,5,53,0.46334022283554077
Theater,5,54,0.46405619382858276
Theater,5,55,0.46285510063171387
Theater,5,56,0.46245306730270386
Theater,5,57,0.4619885981082916
Theater,5,58,0.4622303247451782
Theater,5,59,0.46180790662765503
Theater,5,60,0.4636905789375305
Theater,5,61,0.4630100429058075
Theater,5,62,0.4624715745449066
Theater,5,63,0.46192553639411926
Theater,5,64,0.46229636669158936
Theater,5,65,0.4615969657897949
Theater,5,66,0.46131807565689087
Theater,5,67,0.46093881130218506
Theater,5,68,0.46127942204475403
Theater,5,69,0.4607049226760864
Theater,5,70,0.4606285095214844
Theater,5,71,0.4602498412132263
Theater,5,72,0.46110302209854126
Theater,5,73,0.46138596534729004
Theater,5,74,0.46207016706466675
Theater,5,75,0.4614674150943756
Theater,5,76,0.46115532517433167
Theater,5,77,0.461119145154953
Theater,5,78,0.4618937075138092
Theater,5,79,0.46162012219429016
Theater,5,80,0.462571382522583
Theater,5,81,0.46165263652801514
Theater,5,82,0.4618425965309143
Theater,5,83,0.4616331458091736
Theater,5,84,0.46239855885505676
Theater,5,85,0.46186181902885437
Theater,5,86,0.4620250463485718
Theater,5,87,0.46210625767707825
Theater,5,88,0.46250826120376587
Theater,5,89,0.46232670545578003
Theater,5,90,0.46372395753860474
Theater,5,91,0.46237635612487793
Theater,5,92,0.4629291892051697
Theater,5,93,0.4628402590751648
Theater,5,94,0.4626314640045166
Theater,5,95,0.4618775248527527
Theater,5,96,0.4616369605064392
Theater,5,97,0.4613827168941498
Theater,5,98,0.4615532457828522
Theater,5,99,0.46109068393707275
Theater,5,100,0.46063145995140076
Theater,5,101,0.46123698353767395
Theater,5,102,0.4622751474380493
Theater,5,103,0.46237045526504517
Theater,5,104,0.46433889865875244
Theater,5,105,0.4635084271430969
Theater,5,106,0.4642965793609619
Theater,5,107,0.4651757478713989
Theater,5,108,0.46462592482566833
Theater,5,109,0.4651067852973938
Theater,5,110,0.46544909477233887
Theater,5,111,0.46485382318496704
Theater,5,112,0.46524882316589355
Theater,5,113,0.4661908745765686
Theater,5,114,0.4665626883506775
Theater,5,115,0.46571028232574463
Theater,5,116,0.4649049937725067
Theater,5,117,0.4649018943309784
Theater,5,118,0.4661012589931488
Theater,5,119,0.46565407514572144
Theater,5,120,0.46764007210731506
Theater,5,121,0.46809321641921997
Theater,5,122,0.46831512451171875
Theater,5,123,0.4678856432437897
Theater,5,124,0.46746522188186646
Theater,5,125,0.4670479893684387
Theater,5,126,0.4671688675880432
Theater,5,127,0.46660512685775757
Theater,5,128,0.46640315651893616
Theater,5,129,0.4664243459701538
Theater,5,130,0.4687543511390686
Theater,5,131,0.4713566303253174
