scene_name,video_num,frame_num,LPIPS_Alex
Train,5,0,0.24999676644802094
Train,5,1,0.24846312403678894
Train,5,2,0.24827852845191956
Train,5,3,0.24838778376579285
Train,5,4,0.24985459446907043
Train,5,5,0.2497657835483551
Train,5,6,0.2507309317588806
Train,5,7,0.2501561939716339
Train,5,8,0.2500075697898865
Train,5,9,0.24976277351379395
Train,5,10,0.25000783801078796
Train,5,11,0.2484951615333557
Train,5,12,0.24848926067352295
Train,5,13,0.24925531446933746
Train,5,14,0.25130510330200195
Train,5,15,0.2508864104747772
Train,5,16,0.2519744336605072
Train,5,17,0.2504253089427948
Train,5,18,0.24925972521305084
Train,5,19,0.2501322329044342
Train,5,20,0.2513366937637329
Train,5,21,0.251006156206131
Train,5,22,0.2530535161495209
Train,5,23,0.2529078722000122
Train,5,24,0.2534175515174866
Train,5,25,0.25220581889152527
Train,5,26,0.25231605768203735
Train,5,27,0.2517879605293274
Train,5,28,0.25248271226882935
Train,5,29,0.2522427439689636
Train,5,30,0.252871572971344
Train,5,31,0.25220227241516113
Train,5,32,0.2525332570075989
Train,5,33,0.2515808343887329
Train,5,34,0.2523691654205322
Train,5,35,0.25357621908187866
Train,5,36,0.2549916207790375
Train,5,37,0.2546326816082001
Train,5,38,0.2538694143295288
Train,5,39,0.2543601393699646
Train,5,40,0.2555941045284271
Train,5,41,0.2550618648529053
Train,5,42,0.2559976279735565
Train,5,43,0.2555954158306122
Train,5,44,0.25610870122909546
Train,5,45,0.2557803690433502
Train,5,46,0.2561885416507721
Train,5,47,0.25706255435943604
Train,5,48,0.25730469822883606
Train,5,49,0.2571292519569397
Train,5,50,0.2579531669616699
Train,5,51,0.25882241129875183
Train,5,52,0.2592031955718994
Train,5,53,0.2593349516391754
Train,5,54,0.25901857018470764
Train,5,55,0.2589053511619568
Train,5,56,0.25972360372543335
Train,5,57,0.25760939717292786
Train,5,58,0.25746268033981323
Train,5,59,0.25789836049079895
Train,5,60,0.25891339778900146
Train,5,61,0.2581205666065216
Train,5,62,0.2582773268222809
Train,5,63,0.2580529749393463
Train,5,64,0.25939708948135376
Train,5,65,0.258553147315979
Train,5,66,0.25714588165283203
Train,5,67,0.2564310133457184
Train,5,68,0.25823312997817993
Train,5,69,0.2578866183757782
Train,5,70,0.2586466073989868
Train,5,71,0.2583956718444824
Train,5,72,0.25902414321899414
Train,5,73,0.2578493356704712
Train,5,74,0.258685439825058
Train,5,75,0.2594441771507263
Train,5,76,0.2607554793357849
Train,5,77,0.2589097023010254
Train,5,78,0.25845810770988464
Train,5,79,0.25672250986099243
Train,5,80,0.2572144865989685
Train,5,81,0.2567715644836426
