scene_name,pred_video_num,pred_frame_num,DepthSROCC02
Birthday,5,0,0.6923
Birthday,5,1,0.6939
Birthday,5,2,0.6949
Birthday,5,3,0.6956
Birthday,5,4,0.696
Birthday,5,5,0.6962
Birthday,5,6,0.6967
Birthday,5,7,0.6971
Birthday,5,8,0.6973
Birthday,5,9,0.6974
Birthday,5,10,0.6966
Birthday,5,11,0.6979
Birthday,5,12,0.6983
Birthday,5,13,0.6992
Birthday,5,14,0.7001
Birthday,5,15,0.7004
Birthday,5,16,0.7008
Birthday,5,17,0.701
Birthday,5,18,0.7009
Birthday,5,19,0.7002
Birthday,5,20,0.6999
Birthday,5,21,0.7007
Birthday,5,22,0.7011
Birthday,5,23,0.7022
Birthday,5,24,0.703
Birthday,5,25,0.7018
Birthday,5,26,0.6993
Birthday,5,27,0.6983
Birthday,5,28,0.6976
Birthday,5,29,0.6969
Birthday,5,30,0.6971
Birthday,5,31,0.6974
Birthday,5,32,0.6992
Birthday,5,33,0.6994
Birthday,5,34,0.6993
Birthday,5,35,0.6993
Birthday,5,36,0.6989
Birthday,5,37,0.6991
Birthday,5,38,0.6995
Birthday,5,39,0.6995
Birthday,5,40,0.6992
Birthday,5,41,0.6995
Birthday,5,42,0.6996
Birthday,5,43,0.6996
Birthday,5,44,0.6993
Birthday,5,45,0.6996
Birthday,5,46,0.7002
Birthday,5,47,0.7019
Birthday,5,48,0.7032
Birthday,5,49,0.7032
Birthday,5,50,0.7026
Birthday,5,51,0.7026
Birthday,5,52,0.7034
Birthday,5,53,0.7034
Birthday,5,54,0.7032
Birthday,5,55,0.7021
Birthday,5,56,0.7027
Birthday,5,57,0.7037
Birthday,5,58,0.7048
Birthday,5,59,0.7056
Birthday,5,60,0.7072
Birthday,5,61,0.7091
Birthday,5,62,0.7107
Birthday,5,63,0.7114
Birthday,5,64,0.7132
Birthday,5,65,0.716
Birthday,5,66,0.7189
Birthday,5,67,0.7218
Birthday,5,68,0.7256
Birthday,5,69,0.7282
Birthday,5,70,0.732
Birthday,5,71,0.7342
Birthday,5,72,0.7357
Birthday,5,73,0.735
Birthday,5,74,0.7343
Birthday,5,75,0.7349
Birthday,5,76,0.7361
Birthday,5,77,0.7371
Birthday,5,78,0.7399
Birthday,5,79,0.7439
Birthday,5,80,0.7462
Birthday,5,81,0.7485
Birthday,5,82,0.751
Birthday,5,83,0.7516
Birthday,5,84,0.7515
Birthday,5,85,0.7516
Birthday,5,86,0.7519
Birthday,5,87,0.7527
Birthday,5,88,0.7525
Birthday,5,89,0.7508
Birthday,5,90,0.7492
Birthday,5,91,0.7494
Birthday,5,92,0.7496
Birthday,5,93,0.7487
Birthday,5,94,0.7468
Birthday,5,95,0.7458
Birthday,5,96,0.7423
Birthday,5,97,0.739
Birthday,5,98,0.7357
Birthday,5,99,0.733
Birthday,5,100,0.7298
Birthday,5,101,0.7179
Birthday,5,102,0.7134
Birthday,5,103,0.7107
Birthday,5,104,0.7228
Birthday,5,105,0.7232
Birthday,5,106,0.7245
Birthday,5,107,0.7229
Birthday,5,108,0.7211
Birthday,5,109,0.7184
Birthday,5,110,0.7157
Birthday,5,111,0.7116
Birthday,5,112,0.7062
Birthday,5,113,0.7024
Birthday,5,114,0.6966
Birthday,5,115,0.6974
Birthday,5,116,0.699
Birthday,5,117,0.6984
Birthday,5,118,0.6984
Birthday,5,119,0.6969
Birthday,5,120,0.696
Birthday,5,121,0.6956
Birthday,5,122,0.6963
Birthday,5,123,0.6952
Birthday,5,124,0.695
Birthday,5,125,0.6941
Birthday,5,126,0.6933
Birthday,5,127,0.6916
Birthday,5,128,0.6889
Birthday,5,129,0.6867
Birthday,5,130,0.6853
Birthday,5,131,0.6835
Birthday,5,132,0.6814
Birthday,5,133,0.6795
Birthday,5,134,0.6783
Birthday,5,135,0.6768
Birthday,5,136,0.6756
Birthday,5,137,0.6746
Birthday,5,138,0.6737
Birthday,5,139,0.6725
Birthday,5,140,0.6722
Birthday,5,141,0.671
Birthday,5,142,0.6709
Birthday,5,143,0.6703
Birthday,5,144,0.67
Birthday,5,145,0.6697
Birthday,5,146,0.6699
Birthday,5,147,0.6696
Birthday,5,148,0.6693
Birthday,5,149,0.6688
Birthday,5,150,0.6697
Birthday,5,151,0.6697
Birthday,5,152,0.6698
Birthday,5,153,0.6696
Birthday,5,154,0.6694
Birthday,5,155,0.6694
Birthday,5,156,0.6695
Birthday,5,157,0.6697
Birthday,5,158,0.6698
Birthday,5,159,0.6702
Birthday,5,160,0.6704
Birthday,5,161,0.6706
Birthday,5,162,0.671
Birthday,5,163,0.6713
Birthday,5,164,0.6715
Birthday,5,165,0.6714
Birthday,5,166,0.6713
Birthday,5,167,0.6718
Birthday,5,168,0.6713
Birthday,5,169,0.6714
Birthday,5,170,0.6715
Birthday,5,171,0.6714
Birthday,5,172,0.6714
Birthday,5,173,0.6713
Birthday,5,174,0.6713
Birthday,5,175,0.6713
Birthday,5,176,0.6711
Birthday,5,177,0.6712
Birthday,5,178,0.6712
Birthday,5,179,0.671
Birthday,5,180,0.6709
Birthday,5,181,0.6705
Birthday,5,182,0.67
Birthday,5,183,0.6698
Birthday,5,184,0.6699
Birthday,5,185,0.6702
Birthday,5,186,0.6705
Birthday,5,187,0.6711
Birthday,5,188,0.6715
Birthday,5,189,0.6717
Birthday,5,190,0.6719
Birthday,5,191,0.6719
Birthday,5,192,0.6718
Birthday,5,193,0.6716
Birthday,5,194,0.6717
Birthday,5,195,0.6718
Birthday,5,196,0.6719
Birthday,5,197,0.6707
Birthday,5,198,0.6693
Birthday,5,199,0.6691
Birthday,5,200,0.6694
Birthday,5,201,0.6697
Birthday,5,202,0.6694
Birthday,5,203,0.6707
Birthday,5,204,0.6716
Birthday,5,205,0.672
Birthday,5,206,0.6722
Birthday,5,207,0.6727
Birthday,5,208,0.6727
Birthday,5,209,0.6733
Birthday,5,210,0.6738
Birthday,5,211,0.675
Birthday,5,212,0.6748
Birthday,5,213,0.6753
Birthday,5,214,0.6751
Birthday,5,215,0.6751
Birthday,5,216,0.6752
Birthday,5,217,0.6748
Birthday,5,218,0.6746
Birthday,5,219,0.6748
Birthday,5,220,0.6789
Birthday,5,221,0.6811
Birthday,5,222,0.6796
Birthday,5,223,0.6811
Birthday,5,224,0.6832
Birthday,5,225,0.6875
Birthday,5,226,0.6932
Birthday,5,227,0.7004
Birthday,5,228,0.7086
Birthday,5,229,0.715
Birthday,5,230,0.7219
Birthday,5,231,0.7269
Birthday,5,232,0.7295
Birthday,5,233,0.7323
Birthday,5,234,0.7334
Birthday,5,235,0.7342
Birthday,5,236,0.7351
Birthday,5,237,0.7358
Birthday,5,238,0.7375
Birthday,5,239,0.7388
Birthday,5,240,0.7396
Birthday,5,241,0.741
Birthday,5,242,0.7434
Birthday,5,243,0.7448
Birthday,5,244,0.7448
Birthday,5,245,0.7436
Birthday,5,246,0.7438
Birthday,5,247,0.7438
Birthday,5,248,0.7444
Birthday,5,249,0.7448
Birthday,5,250,0.7443
Birthday,5,251,0.7442
Birthday,5,252,0.744
Birthday,5,253,0.744
Birthday,5,254,0.7448
Birthday,5,255,0.747
Birthday,5,256,0.7467
Birthday,5,257,0.7468
Birthday,5,258,0.7473
Birthday,5,259,0.7472
Birthday,5,260,0.7456
Birthday,5,261,0.7438
Birthday,5,262,0.7419
Birthday,5,263,0.7396
Birthday,5,264,0.737
Birthday,5,265,0.7344
Birthday,5,266,0.7321
Birthday,5,267,0.7292
Birthday,5,268,0.7255
Birthday,5,269,0.7234
Birthday,5,270,0.7233
Birthday,5,271,0.7231
Birthday,5,272,0.7203
Birthday,5,273,0.7172
Birthday,5,274,0.7136
Birthday,5,275,0.7097
Birthday,5,276,0.7051
Birthday,5,277,0.7002
Birthday,5,278,0.698
Birthday,5,279,0.6954
Birthday,5,280,0.6924
Birthday,5,281,0.6891
Birthday,5,282,0.6876
Birthday,5,283,0.6866
Birthday,5,284,0.687
Birthday,5,285,0.6864
Birthday,5,286,0.6863
Birthday,5,287,0.6855
Birthday,5,288,0.6855
Birthday,5,289,0.6851
Birthday,5,290,0.685
Birthday,5,291,0.6845
Birthday,5,292,0.6838
Birthday,5,293,0.6845
Birthday,5,294,0.6844
Birthday,5,295,0.6839
Birthday,5,296,0.6845
Birthday,5,297,0.6845
Birthday,5,298,0.6844
Birthday,5,299,0.6835
Painter,5,0,0.379
Painter,5,1,0.3788
Painter,5,2,0.3768
Painter,5,3,0.3788
Painter,5,4,0.3783
Painter,5,5,0.3773
Painter,5,6,0.3794
Painter,5,7,0.3768
Painter,5,8,0.3752
Painter,5,9,0.3743
Painter,5,10,0.3754
Painter,5,11,0.3812
Painter,5,12,0.3854
Painter,5,13,0.3858
Painter,5,14,0.3895
Painter,5,15,0.3959
Painter,5,16,0.4045
Painter,5,17,0.4056
Painter,5,18,0.4105
Painter,5,19,0.4095
Painter,5,20,0.4082
Painter,5,21,0.4079
Painter,5,22,0.4078
Painter,5,23,0.4117
Painter,5,24,0.4143
Painter,5,25,0.419
Painter,5,26,0.4265
Painter,5,27,0.4284
Painter,5,28,0.434
Painter,5,29,0.4375
Painter,5,30,0.44
Painter,5,31,0.4395
Painter,5,32,0.4414
Painter,5,33,0.4345
Painter,5,34,0.4284
Painter,5,35,0.4285
Painter,5,36,0.4281
Painter,5,37,0.4303
Painter,5,38,0.427
Painter,5,39,0.4297
Painter,5,40,0.4358
Painter,5,41,0.4327
Painter,5,42,0.4284
Painter,5,43,0.4268
Painter,5,44,0.4195
Painter,5,45,0.4188
Painter,5,46,0.4066
Painter,5,47,0.4021
Painter,5,48,0.406
Painter,5,49,0.3986
Painter,5,50,0.391
Painter,5,51,0.388
Painter,5,52,0.3874
Painter,5,53,0.3891
Painter,5,54,0.3863
Painter,5,55,0.3811
Painter,5,56,0.3757
Painter,5,57,0.3805
Painter,5,58,0.3856
Painter,5,59,0.3856
Painter,5,60,0.3853
Painter,5,61,0.387
Painter,5,62,0.3818
Painter,5,63,0.3778
Painter,5,64,0.3685
Painter,5,65,0.3644
Painter,5,66,0.351
Painter,5,67,0.3538
Painter,5,68,0.3491
Painter,5,69,0.3512
Painter,5,70,0.3438
Painter,5,71,0.3432
Painter,5,72,0.3433
Painter,5,73,0.3456
Painter,5,74,0.3464
Painter,5,75,0.3473
Painter,5,76,0.3484
Painter,5,77,0.3511
Painter,5,78,0.3547
Painter,5,79,0.3578
Painter,5,80,0.3608
Painter,5,81,0.364
Painter,5,82,0.3685
Painter,5,83,0.3714
Painter,5,84,0.3738
Painter,5,85,0.3747
Painter,5,86,0.3816
Painter,5,87,0.3814
Painter,5,88,0.3854
Painter,5,89,0.3859
Painter,5,90,0.3883
Painter,5,91,0.389
Painter,5,92,0.3898
Painter,5,93,0.3901
Painter,5,94,0.3916
Painter,5,95,0.3916
Painter,5,96,0.3899
Painter,5,97,0.3909
Painter,5,98,0.3924
Painter,5,99,0.3933
Painter,5,100,0.3934
Painter,5,101,0.3934
Painter,5,102,0.3951
Painter,5,103,0.3946
Painter,5,104,0.3937
Painter,5,105,0.3924
Painter,5,106,0.3925
Painter,5,107,0.3923
Painter,5,108,0.3926
Painter,5,109,0.3921
Painter,5,110,0.3928
Painter,5,111,0.3935
Painter,5,112,0.3931
Painter,5,113,0.392
Painter,5,114,0.391
Painter,5,115,0.3913
Painter,5,116,0.3912
Painter,5,117,0.3916
Painter,5,118,0.3923
Painter,5,119,0.3927
Painter,5,120,0.3918
Painter,5,121,0.3925
Painter,5,122,0.3933
Painter,5,123,0.3932
Painter,5,124,0.3938
Painter,5,125,0.3936
Painter,5,126,0.3934
Painter,5,127,0.394
Painter,5,128,0.3936
Painter,5,129,0.3963
Painter,5,130,0.3966
Painter,5,131,0.3962
Painter,5,132,0.3959
Painter,5,133,0.3947
Painter,5,134,0.3949
Painter,5,135,0.3941
Painter,5,136,0.3933
Painter,5,137,0.3933
Painter,5,138,0.3932
Painter,5,139,0.3933
Painter,5,140,0.3926
Painter,5,141,0.3927
Painter,5,142,0.3926
Painter,5,143,0.3928
Painter,5,144,0.3925
Painter,5,145,0.3931
Painter,5,146,0.393
Painter,5,147,0.3932
Painter,5,148,0.3926
Painter,5,149,0.394
Painter,5,150,0.3944
Painter,5,151,0.3959
Painter,5,152,0.3958
Painter,5,153,0.398
Painter,5,154,0.3993
Painter,5,155,0.4024
Painter,5,156,0.4058
Painter,5,157,0.4064
Painter,5,158,0.4073
Painter,5,159,0.4069
Painter,5,160,0.4073
Painter,5,161,0.4075
Painter,5,162,0.4072
Painter,5,163,0.4078
Painter,5,164,0.4085
Painter,5,165,0.4086
Painter,5,166,0.4085
Painter,5,167,0.408
Painter,5,168,0.4079
Painter,5,169,0.4073
Painter,5,170,0.4083
Painter,5,171,0.4047
Painter,5,172,0.4041
Painter,5,173,0.402
Painter,5,174,0.4001
Painter,5,175,0.4013
Painter,5,176,0.4002
Painter,5,177,0.4015
Painter,5,178,0.3992
Painter,5,179,0.3973
Painter,5,180,0.397
Painter,5,181,0.3999
Painter,5,182,0.3999
Painter,5,183,0.3961
Painter,5,184,0.3962
Painter,5,185,0.3955
Painter,5,186,0.3949
Painter,5,187,0.3933
Painter,5,188,0.3932
Painter,5,189,0.3917
Painter,5,190,0.3916
Painter,5,191,0.3919
Painter,5,192,0.3922
Painter,5,193,0.3919
Painter,5,194,0.3908
Painter,5,195,0.3889
Painter,5,196,0.3894
Painter,5,197,0.3894
Painter,5,198,0.3896
Painter,5,199,0.3896
Painter,5,200,0.3899
Painter,5,201,0.3886
Painter,5,202,0.3893
Painter,5,203,0.3897
Painter,5,204,0.3897
Painter,5,205,0.3896
Painter,5,206,0.3896
Painter,5,207,0.3898
Painter,5,208,0.3899
Painter,5,209,0.3912
Painter,5,210,0.392
Painter,5,211,0.3922
Painter,5,212,0.3923
Painter,5,213,0.3928
Painter,5,214,0.3928
Painter,5,215,0.3928
Painter,5,216,0.3926
Painter,5,217,0.393
Painter,5,218,0.3925
Painter,5,219,0.393
Painter,5,220,0.3934
Painter,5,221,0.3932
Painter,5,222,0.3923
Painter,5,223,0.3934
Painter,5,224,0.3951
Painter,5,225,0.3942
Painter,5,226,0.3944
Painter,5,227,0.3962
Painter,5,228,0.3966
Painter,5,229,0.3979
Painter,5,230,0.3957
Painter,5,231,0.3947
Painter,5,232,0.396
Painter,5,233,0.399
Painter,5,234,0.3979
Painter,5,235,0.3979
Painter,5,236,0.3964
