scene_name,video_num,frame_num,PSNR
Birthday,5,0,18.6714
Birthday,5,1,18.6996
Birthday,5,2,18.6992
Birthday,5,3,18.7284
Birthday,5,4,18.733
Birthday,5,5,18.7498
Birthday,5,6,18.7504
Birthday,5,7,18.7602
Birthday,5,8,18.7548
Birthday,5,9,18.7702
Birthday,5,10,18.7648
Birthday,5,11,18.7723
Birthday,5,12,18.7589
Birthday,5,13,18.7805
Birthday,5,14,18.778
Birthday,5,15,18.7897
Birthday,5,16,18.7804
Birthday,5,17,18.8002
Birthday,5,18,18.7984
Birthday,5,19,18.8108
Birthday,5,20,18.7999
Birthday,5,21,18.8083
Birthday,5,22,18.796
Birthday,5,23,18.795
Birthday,5,24,18.7751
Birthday,5,25,18.7798
Birthday,5,26,18.769
Birthday,5,27,18.7956
Birthday,5,28,18.8066
Birthday,5,29,18.8142
Birthday,5,30,18.8067
Birthday,5,31,18.8034
Birthday,5,32,18.7896
Birthday,5,33,18.805
Birthday,5,34,18.8126
Birthday,5,35,18.8095
Birthday,5,36,18.7952
Birthday,5,37,18.8091
Birthday,5,38,18.83
Birthday,5,39,18.8342
Birthday,5,40,18.8232
Birthday,5,41,18.8132
Birthday,5,42,18.8033
Birthday,5,43,18.7929
Birthday,5,44,18.783
Birthday,5,45,18.788
Birthday,5,46,18.788
Birthday,5,47,18.8048
Birthday,5,48,18.8152
Birthday,5,49,18.8259
Birthday,5,50,18.8163
Birthday,5,51,18.8218
Birthday,5,52,18.8129
Birthday,5,53,18.8028
Birthday,5,54,18.7931
Birthday,5,55,18.8022
Birthday,5,56,18.8102
Birthday,5,57,18.8393
Birthday,5,58,18.8686
Birthday,5,59,18.8747
Birthday,5,60,18.8754
Birthday,5,61,18.9001
Birthday,5,62,18.8978
Birthday,5,63,18.8853
Birthday,5,64,18.8368
Birthday,5,65,18.8168
Birthday,5,66,18.782
Birthday,5,67,18.8026
Birthday,5,68,18.8335
Birthday,5,69,18.888
Birthday,5,70,18.8944
Birthday,5,71,18.8903
Birthday,5,72,18.8654
Birthday,5,73,18.8726
Birthday,5,74,18.8568
Birthday,5,75,18.8346
Birthday,5,76,18.7911
Birthday,5,77,18.8384
Birthday,5,78,18.8391
Birthday,5,79,18.8459
Birthday,5,80,18.8826
Birthday,5,81,18.9324
Birthday,5,82,18.9597
Birthday,5,83,19.0742
Birthday,5,84,19.1046
Birthday,5,85,19.0822
Birthday,5,86,18.9791
Birthday,5,87,19.0195
Birthday,5,88,19.061
Birthday,5,89,19.0187
Birthday,5,90,18.9355
Birthday,5,91,19.0499
Birthday,5,92,18.8265
Birthday,5,93,18.9504
Birthday,5,94,19.0472
Birthday,5,95,18.9471
Birthday,5,96,18.8205
Birthday,5,97,18.8923
Birthday,5,98,18.9459
Birthday,5,99,18.9805
Birthday,5,100,19.0849
Birthday,5,101,19.1467
Birthday,5,102,18.84
Birthday,5,103,18.935
Birthday,5,104,19.1262
Birthday,5,105,19.1711
Birthday,5,106,19.2313
Birthday,5,107,19.2611
Birthday,5,108,19.2692
Birthday,5,109,19.2837
Birthday,5,110,19.2889
Birthday,5,111,19.3185
Birthday,5,112,19.2023
Birthday,5,113,19.0887
Birthday,5,114,19.0375
Birthday,5,115,19.15
Birthday,5,116,19.3642
Birthday,5,117,19.4309
Birthday,5,118,19.4309
Birthday,5,119,19.4327
Birthday,5,120,19.3194
Birthday,5,121,19.4513
Birthday,5,122,19.3919
Birthday,5,123,19.4173
Birthday,5,124,19.4009
Birthday,5,125,19.3655
Birthday,5,126,19.4205
Birthday,5,127,19.427
Birthday,5,128,19.3563
Birthday,5,129,19.338
Birthday,5,130,19.3037
Birthday,5,131,19.3313
Birthday,5,132,19.316
Birthday,5,133,19.2938
Birthday,5,134,19.3005
Birthday,5,135,19.2912
Birthday,5,136,19.2858
Birthday,5,137,19.2676
Birthday,5,138,19.2262
Birthday,5,139,19.2355
Birthday,5,140,19.2152
Birthday,5,141,19.2357
Birthday,5,142,19.2066
Birthday,5,143,19.2379
Birthday,5,144,19.239
Birthday,5,145,19.2505
Birthday,5,146,19.2039
Birthday,5,147,19.2166
Birthday,5,148,19.1705
Birthday,5,149,19.1722
Birthday,5,150,19.1463
Birthday,5,151,19.2144
Birthday,5,152,19.2253
Birthday,5,153,19.2262
Birthday,5,154,19.1786
Birthday,5,155,19.1991
Birthday,5,156,19.1822
Birthday,5,157,19.1869
Birthday,5,158,19.1594
Birthday,5,159,19.2122
Birthday,5,160,19.2347
Birthday,5,161,19.2584
Birthday,5,162,19.243
Birthday,5,163,19.2726
Birthday,5,164,19.272
Birthday,5,165,19.27
Birthday,5,166,19.2449
Birthday,5,167,19.2636
Birthday,5,168,19.2599
Birthday,5,169,19.2579
Birthday,5,170,19.2268
Birthday,5,171,19.2481
Birthday,5,172,19.2398
Birthday,5,173,19.2397
Birthday,5,174,19.2229
Birthday,5,175,19.2491
Birthday,5,176,19.2432
Birthday,5,177,19.2469
Birthday,5,178,19.2337
Birthday,5,179,19.2491
Birthday,5,180,19.2284
Birthday,5,181,19.207
Birthday,5,182,19.1803
Birthday,5,183,19.2068
Birthday,5,184,19.2043
Birthday,5,185,19.2271
Birthday,5,186,19.226
Birthday,5,187,19.2567
Birthday,5,188,19.2672
Birthday,5,189,19.2769
Birthday,5,190,19.2572
Birthday,5,191,19.2883
Birthday,5,192,19.2929
Birthday,5,193,19.2958
Birthday,5,194,19.2851
Birthday,5,195,19.2829
Birthday,5,196,19.2397
Birthday,5,197,19.2236
Birthday,5,198,19.202
Birthday,5,199,19.2132
Birthday,5,200,19.2223
Birthday,5,201,19.2504
Birthday,5,202,19.1881
Birthday,5,203,19.1841
Birthday,5,204,19.1961
Birthday,5,205,19.2563
Birthday,5,206,19.2251
Birthday,5,207,19.2523
Birthday,5,208,19.2295
Birthday,5,209,19.213
Birthday,5,210,19.237
Birthday,5,211,19.239
Birthday,5,212,19.2347
Birthday,5,213,19.1964
Birthday,5,214,19.2296
Birthday,5,215,19.2813
Birthday,5,216,19.2596
Birthday,5,217,19.2734
Birthday,5,218,19.2624
Birthday,5,219,19.2355
Birthday,5,220,19.2141
Birthday,5,221,19.2225
Birthday,5,222,19.3187
Birthday,5,223,19.395
Birthday,5,224,19.4114
Birthday,5,225,19.431
Birthday,5,226,19.4075
Birthday,5,227,19.3942
Birthday,5,228,19.2088
Birthday,5,229,19.2387
Birthday,5,230,19.3612
Birthday,5,231,19.4819
Birthday,5,232,19.5167
Birthday,5,233,19.5447
Birthday,5,234,19.5077
Birthday,5,235,19.4752
Birthday,5,236,19.444
Birthday,5,237,19.416
Birthday,5,238,19.4412
Birthday,5,239,19.4584
Birthday,5,240,19.4577
Birthday,5,241,19.4454
Birthday,5,242,19.4452
Birthday,5,243,19.4571
Birthday,5,244,19.4318
Birthday,5,245,19.4443
Birthday,5,246,19.4218
Birthday,5,247,19.4555
Birthday,5,248,19.4366
Birthday,5,249,19.4216
Birthday,5,250,19.3353
Birthday,5,251,19.3253
Birthday,5,252,19.313
Birthday,5,253,19.3341
Birthday,5,254,19.3252
Birthday,5,255,19.3167
Birthday,5,256,19.3167
Birthday,5,257,19.3216
Birthday,5,258,19.3016
Birthday,5,259,19.3106
Birthday,5,260,19.2863
Birthday,5,261,19.2721
Birthday,5,262,19.2307
Birthday,5,263,19.2341
Birthday,5,264,19.207
Birthday,5,265,19.1857
Birthday,5,266,19.1341
Birthday,5,267,19.1122
Birthday,5,268,19.0657
Birthday,5,269,19.0672
Birthday,5,270,19.0813
Birthday,5,271,19.0394
Birthday,5,272,19.0449
Birthday,5,273,19.059
Birthday,5,274,19.0682
Birthday,5,275,19.0347
Birthday,5,276,18.9833
Birthday,5,277,18.9323
Birthday,5,278,18.8812
Birthday,5,279,18.8371
