scene_name,video_num,frame_num,SSIM
Birthday,5,0,0.5938
Birthday,5,1,0.596
Birthday,5,2,0.5951
Birthday,5,3,0.5976
Birthday,5,4,0.5968
Birthday,5,5,0.5988
Birthday,5,6,0.5981
Birthday,5,7,0.5997
Birthday,5,8,0.5985
Birthday,5,9,0.6
Birthday,5,10,0.5988
Birthday,5,11,0.6001
Birthday,5,12,0.5984
Birthday,5,13,0.6
Birthday,5,14,0.5987
Birthday,5,15,0.5998
Birthday,5,16,0.5987
Birthday,5,17,0.6006
Birthday,5,18,0.5997
Birthday,5,19,0.601
Birthday,5,20,0.5995
Birthday,5,21,0.6006
Birthday,5,22,0.5993
Birthday,5,23,0.5999
Birthday,5,24,0.5983
Birthday,5,25,0.5984
Birthday,5,26,0.5967
Birthday,5,27,0.5985
Birthday,5,28,0.5987
Birthday,5,29,0.5991
Birthday,5,30,0.5978
Birthday,5,31,0.598
Birthday,5,32,0.5963
Birthday,5,33,0.5979
Birthday,5,34,0.598
Birthday,5,35,0.5985
Birthday,5,36,0.5969
Birthday,5,37,0.5974
Birthday,5,38,0.5984
Birthday,5,39,0.5985
Birthday,5,40,0.5971
Birthday,5,41,0.5972
Birthday,5,42,0.596
Birthday,5,43,0.5961
Birthday,5,44,0.595
Birthday,5,45,0.5959
Birthday,5,46,0.5956
Birthday,5,47,0.5965
Birthday,5,48,0.5963
Birthday,5,49,0.5971
Birthday,5,50,0.596
Birthday,5,51,0.5953
Birthday,5,52,0.5929
Birthday,5,53,0.5925
Birthday,5,54,0.5906
Birthday,5,55,0.5918
Birthday,5,56,0.5918
Birthday,5,57,0.5939
Birthday,5,58,0.5946
Birthday,5,59,0.5944
Birthday,5,60,0.5925
Birthday,5,61,0.5939
Birthday,5,62,0.5933
Birthday,5,63,0.5927
Birthday,5,64,0.5887
Birthday,5,65,0.5897
Birthday,5,66,0.5887
Birthday,5,67,0.5904
Birthday,5,68,0.5912
Birthday,5,69,0.5931
Birthday,5,70,0.5923
Birthday,5,71,0.594
Birthday,5,72,0.5927
Birthday,5,73,0.5922
Birthday,5,74,0.5898
Birthday,5,75,0.5904
Birthday,5,76,0.5868
Birthday,5,77,0.59
Birthday,5,78,0.5881
Birthday,5,79,0.5891
Birthday,5,80,0.5857
Birthday,5,81,0.5878
Birthday,5,82,0.5855
Birthday,5,83,0.5893
Birthday,5,84,0.5896
Birthday,5,85,0.5908
Birthday,5,86,0.5864
Birthday,5,87,0.5875
Birthday,5,88,0.5852
Birthday,5,89,0.5862
Birthday,5,90,0.583
Birthday,5,91,0.5854
Birthday,5,92,0.5781
Birthday,5,93,0.5832
Birthday,5,94,0.5842
Birthday,5,95,0.587
Birthday,5,96,0.5802
Birthday,5,97,0.5828
Birthday,5,98,0.5829
Birthday,5,99,0.5841
Birthday,5,100,0.5851
Birthday,5,101,0.5869
Birthday,5,102,0.5757
Birthday,5,103,0.5825
Birthday,5,104,0.5891
Birthday,5,105,0.5946
Birthday,5,106,0.5944
Birthday,5,107,0.595
Birthday,5,108,0.5962
Birthday,5,109,0.5978
Birthday,5,110,0.5969
Birthday,5,111,0.6021
Birthday,5,112,0.5971
Birthday,5,113,0.5913
Birthday,5,114,0.5852
Birthday,5,115,0.5904
Birthday,5,116,0.5945
Birthday,5,117,0.5983
Birthday,5,118,0.5969
Birthday,5,119,0.5982
Birthday,5,120,0.5928
Birthday,5,121,0.599
Birthday,5,122,0.5935
Birthday,5,123,0.5949
Birthday,5,124,0.5917
Birthday,5,125,0.5895
Birthday,5,126,0.5925
Birthday,5,127,0.5943
Birthday,5,128,0.5906
Birthday,5,129,0.5926
Birthday,5,130,0.5896
Birthday,5,131,0.5931
Birthday,5,132,0.5926
Birthday,5,133,0.5954
Birthday,5,134,0.596
Birthday,5,135,0.5973
Birthday,5,136,0.5963
Birthday,5,137,0.5973
Birthday,5,138,0.5949
Birthday,5,139,0.5973
Birthday,5,140,0.5951
Birthday,5,141,0.5961
Birthday,5,142,0.5922
Birthday,5,143,0.5952
Birthday,5,144,0.5949
Birthday,5,145,0.5954
Birthday,5,146,0.5915
Birthday,5,147,0.5936
Birthday,5,148,0.5908
Birthday,5,149,0.5898
Birthday,5,150,0.5883
Birthday,5,151,0.5939
Birthday,5,152,0.5949
Birthday,5,153,0.5951
Birthday,5,154,0.5911
Birthday,5,155,0.5933
Birthday,5,156,0.5922
Birthday,5,157,0.5927
Birthday,5,158,0.5915
Birthday,5,159,0.5964
Birthday,5,160,0.5982
Birthday,5,161,0.6008
Birthday,5,162,0.6004
Birthday,5,163,0.6046
Birthday,5,164,0.6048
Birthday,5,165,0.605
Birthday,5,166,0.6031
Birthday,5,167,0.6054
Birthday,5,168,0.6052
Birthday,5,169,0.6051
Birthday,5,170,0.6025
Birthday,5,171,0.605
Birthday,5,172,0.6048
Birthday,5,173,0.6056
Birthday,5,174,0.6039
Birthday,5,175,0.6074
Birthday,5,176,0.6065
Birthday,5,177,0.6068
Birthday,5,178,0.6047
Birthday,5,179,0.6069
Birthday,5,180,0.6054
Birthday,5,181,0.6043
Birthday,5,182,0.602
Birthday,5,183,0.605
Birthday,5,184,0.6051
Birthday,5,185,0.6068
Birthday,5,186,0.6048
Birthday,5,187,0.6078
Birthday,5,188,0.6073
Birthday,5,189,0.6073
Birthday,5,190,0.6054
Birthday,5,191,0.6087
Birthday,5,192,0.6086
Birthday,5,193,0.6088
Birthday,5,194,0.6079
Birthday,5,195,0.6093
Birthday,5,196,0.6068
Birthday,5,197,0.6079
Birthday,5,198,0.6052
Birthday,5,199,0.6065
Birthday,5,200,0.6063
Birthday,5,201,0.6094
Birthday,5,202,0.6046
Birthday,5,203,0.6059
Birthday,5,204,0.6078
Birthday,5,205,0.6106
Birthday,5,206,0.6075
Birthday,5,207,0.6102
Birthday,5,208,0.6092
Birthday,5,209,0.6089
Birthday,5,210,0.6083
Birthday,5,211,0.6106
Birthday,5,212,0.6087
Birthday,5,213,0.6077
Birthday,5,214,0.6085
Birthday,5,215,0.612
Birthday,5,216,0.6093
Birthday,5,217,0.6102
Birthday,5,218,0.608
Birthday,5,219,0.6081
Birthday,5,220,0.6041
Birthday,5,221,0.6027
Birthday,5,222,0.6065
Birthday,5,223,0.6111
Birthday,5,224,0.6111
Birthday,5,225,0.6132
Birthday,5,226,0.6121
Birthday,5,227,0.6132
Birthday,5,228,0.6082
Birthday,5,229,0.6078
Birthday,5,230,0.6107
Birthday,5,231,0.6187
Birthday,5,232,0.6195
Birthday,5,233,0.6205
Birthday,5,234,0.6168
Birthday,5,235,0.6179
Birthday,5,236,0.6153
Birthday,5,237,0.6143
Birthday,5,238,0.6162
Birthday,5,239,0.6197
Birthday,5,240,0.6195
Birthday,5,241,0.6203
Birthday,5,242,0.6205
Birthday,5,243,0.622
Birthday,5,244,0.619
Birthday,5,245,0.6209
Birthday,5,246,0.6181
Birthday,5,247,0.6203
Birthday,5,248,0.6174
Birthday,5,249,0.6163
Birthday,5,250,0.6084
Birthday,5,251,0.6097
Birthday,5,252,0.6076
Birthday,5,253,0.6098
Birthday,5,254,0.608
Birthday,5,255,0.6079
Birthday,5,256,0.6076
Birthday,5,257,0.6089
Birthday,5,258,0.6067
Birthday,5,259,0.6077
Birthday,5,260,0.6059
Birthday,5,261,0.6062
Birthday,5,262,0.6026
Birthday,5,263,0.6043
Birthday,5,264,0.6021
Birthday,5,265,0.6018
Birthday,5,266,0.6007
Birthday,5,267,0.6041
Birthday,5,268,0.6016
Birthday,5,269,0.6036
Birthday,5,270,0.6047
Birthday,5,271,0.605
Birthday,5,272,0.6049
Birthday,5,273,0.6071
Birthday,5,274,0.606
Birthday,5,275,0.6027
Birthday,5,276,0.5978
Birthday,5,277,0.5962
Birthday,5,278,0.5926
Birthday,5,279,0.5908
Birthday,5,280,0.5885
Birthday,5,281,0.5883
Birthday,5,282,0.5868
Birthday,5,283,0.588
Birthday,5,284,0.5875
Birthday,5,285,0.5897
Birthday,5,286,0.5891
Birthday,5,287,0.5888
Birthday,5,288,0.5878
Birthday,5,289,0.5904
Birthday,5,290,0.5898
Birthday,5,291,0.5887
Birthday,5,292,0.5876
Birthday,5,293,0.5903
Birthday,5,294,0.5918
Birthday,5,295,0.5924
Birthday,5,296,0.5905
Birthday,5,297,0.5915
Birthday,5,298,0.5926
Birthday,5,299,0.5902
Painter,5,0,0.7176
Painter,5,1,0.7178
Painter,5,2,0.7174
Painter,5,3,0.7177
Painter,5,4,0.7173
Painter,5,5,0.7174
Painter,5,6,0.7167
Painter,5,7,0.7171
Painter,5,8,0.7163
Painter,5,9,0.7167
Painter,5,10,0.7153
Painter,5,11,0.7154
Painter,5,12,0.7154
Painter,5,13,0.7147
Painter,5,14,0.7133
Painter,5,15,0.7143
Painter,5,16,0.714
Painter,5,17,0.7121
Painter,5,18,0.7103
Painter,5,19,0.7069
Painter,5,20,0.707
