scene_name,video_num,frame_num,MSE
Remy,5,0,0.008137396
Remy,5,1,0.00808166
Remy,5,2,0.008059234
Remy,5,3,0.008001528
Remy,5,4,0.007977345
Remy,5,5,0.007872012
Remy,5,6,0.007929885
Remy,5,7,0.007955995
Remy,5,8,0.00799356
Remy,5,9,0.00800808
Remy,5,10,0.008100747
Remy,5,11,0.008124893
Remy,5,12,0.008157503
Remy,5,13,0.008093186
Remy,5,14,0.008027665
Remy,5,15,0.007962592
Remy,5,16,0.007997968
Remy,5,17,0.00796848
Remy,5,18,0.007968432
Remy,5,19,0.007960954
Remy,5,20,0.00795166
Remy,5,21,0.007926651
Remy,5,22,0.007935366
Remy,5,23,0.007879373
Remy,5,24,0.0078755235
Remy,5,25,0.007824136
Remy,5,26,0.007772029
Remy,5,27,0.0077577094
Remy,5,28,0.0077823414
Remy,5,29,0.007719899
Remy,5,30,0.0076347566
Remy,5,31,0.007605106
Remy,5,32,0.007576293
Remy,5,33,0.0075564864
Remy,5,34,0.0075533157
Remy,5,35,0.0075370874
Remy,5,36,0.007533546
Remy,5,37,0.007530504
Remy,5,38,0.007524433
Remy,5,39,0.007541851
Remy,5,40,0.0075536068
Remy,5,41,0.0075097717
Remy,5,42,0.0074720993
Remy,5,43,0.0074953833
Remy,5,44,0.007536432
Remy,5,45,0.007524181
Remy,5,46,0.007512024
Remy,5,47,0.00746979
Remy,5,48,0.0074970475
Remy,5,49,0.007440921
Remy,5,50,0.007419006
Remy,5,51,0.0074387966
Remy,5,52,0.007463568
Remy,5,53,0.007417604
Remy,5,54,0.0073813177
Remy,5,55,0.007383041
Remy,5,56,0.007391014
Remy,5,57,0.0073701874
Remy,5,58,0.007386829
Remy,5,59,0.007374966
Remy,5,60,0.007403999
Remy,5,61,0.00737909
Remy,5,62,0.0073690857
Remy,5,63,0.007341122
Remy,5,64,0.007348867
Remy,5,65,0.007291969
Remy,5,66,0.007283365
Remy,5,67,0.0073052286
Remy,5,68,0.007337291
Remy,5,69,0.0073103076
Remy,5,70,0.0073008863
Remy,5,71,0.0072849407
Remy,5,72,0.007316738
Remy,5,73,0.0072684954
Remy,5,74,0.007244946
Remy,5,75,0.007250685
Remy,5,76,0.0072706062
Remy,5,77,0.0072115427
Remy,5,78,0.007204745
Remy,5,79,0.0072109923
Remy,5,80,0.007238173
Remy,5,81,0.007257855
Remy,5,82,0.0073276297
Remy,5,83,0.007341379
Remy,5,84,0.0073757386
Remy,5,85,0.007361313
Remy,5,86,0.0073636537
Remy,5,87,0.0073797363
Remy,5,88,0.007451754
Remy,5,89,0.0074621527
Remy,5,90,0.0075089014
Remy,5,91,0.0075064823
Remy,5,92,0.007509367
Remy,5,93,0.0074593197
Remy,5,94,0.007458864
Remy,5,95,0.007460737
Remy,5,96,0.007491289
Remy,5,97,0.007492472
Remy,5,98,0.007494617
Remy,5,99,0.0074868845
Remy,5,100,0.0074862307
Remy,5,101,0.007477196
Remy,5,102,0.0074806693
Remy,5,103,0.0074602547
Remy,5,104,0.007450502
Remy,5,105,0.007387727
Remy,5,106,0.0073366165
Remy,5,107,0.0072701634
Remy,5,108,0.007242277
Remy,5,109,0.0071667624
Remy,5,110,0.007123293
Remy,5,111,0.00707335
Remy,5,112,0.0070867785
Remy,5,113,0.0070491396
Remy,5,114,0.007047569
Remy,5,115,0.007026629
Remy,5,116,0.0070234765
Remy,5,117,0.00695174
Remy,5,118,0.0068789627
Remy,5,119,0.006792585
Remy,5,120,0.0067293947
Remy,5,121,0.0066850698
Remy,5,122,0.0066748997
Remy,5,123,0.006636386
Remy,5,124,0.0066370363
Remy,5,125,0.0065971455
Remy,5,126,0.0065751416
Remy,5,127,0.006550173
Remy,5,128,0.0065410733
Remy,5,129,0.006532401
Remy,5,130,0.0064995405
Remy,5,131,0.0064558247
Remy,5,132,0.0064115566
Remy,5,133,0.006448345
Remy,5,134,0.0064716805
Remy,5,135,0.0064575323
Remy,5,136,0.0064575314
Remy,5,137,0.0064595495
Remy,5,138,0.0064505287
Remy,5,139,0.006426465
Remy,5,140,0.0064163604
Remy,5,141,0.0064435145
Remy,5,142,0.006450836
Remy,5,143,0.006402961
Remy,5,144,0.006378397
Remy,5,145,0.0064117573
Remy,5,146,0.0064167627
Remy,5,147,0.0064173546
Remy,5,148,0.0064367396
Remy,5,149,0.006453036
Remy,5,150,0.006458356
Remy,5,151,0.0064292615
Remy,5,152,0.006436118
Remy,5,153,0.006415493
Remy,5,154,0.0063562347
Remy,5,155,0.0062955488
Remy,5,156,0.0062940763
Remy,5,157,0.00632444
Remy,5,158,0.006366088
Remy,5,159,0.006345032
Remy,5,160,0.006326911
Remy,5,161,0.0062926593
Remy,5,162,0.006265761
Remy,5,163,0.0062113106
Remy,5,164,0.006155808
Remy,5,165,0.006139737
Remy,5,166,0.006150247
Remy,5,167,0.0061440053
Remy,5,168,0.0061761895
Remy,5,169,0.0061787115
Remy,5,170,0.006155292
Remy,5,171,0.0061599156
Remy,5,172,0.0061693527
Remy,5,173,0.006128598
Remy,5,174,0.0061123
Remy,5,175,0.0060960073
Remy,5,176,0.0060849646
Remy,5,177,0.006083865
Remy,5,178,0.006075829
Remy,5,179,0.00607247
Remy,5,180,0.006078046
Remy,5,181,0.006032905
Remy,5,182,0.0060083056
Remy,5,183,0.005982935
Remy,5,184,0.0059629935
Remy,5,185,0.005929748
Remy,5,186,0.0059047476
Remy,5,187,0.0059066964
Remy,5,188,0.005935055
Remy,5,189,0.0059474795
Remy,5,190,0.005941517
Remy,5,191,0.005949651
Remy,5,192,0.006007869
Remy,5,193,0.0060539735
Remy,5,194,0.0060707605
Remy,5,195,0.0061137485
Remy,5,196,0.006171536
Remy,5,197,0.006155795
Remy,5,198,0.0061636777
Remy,5,199,0.0062122894
Remy,5,200,0.0062598693
Remy,5,201,0.0062935934
Remy,5,202,0.0062920055
Remy,5,203,0.006272529
Remy,5,204,0.0063037416
Remy,5,205,0.0063501415
Remy,5,206,0.00639949
Remy,5,207,0.006436648
Remy,5,208,0.0064281286
Remy,5,209,0.0064014858
Remy,5,210,0.0063833417
Remy,5,211,0.006385645
Remy,5,212,0.0063852947
Remy,5,213,0.0063724997
Remy,5,214,0.0063797277
Remy,5,215,0.0063646683
Remy,5,216,0.006416273
Remy,5,217,0.0064370525
Remy,5,218,0.0064788605
Remy,5,219,0.0065088915
Remy,5,220,0.0065447274
