scene_name,pred_video_num,pred_frame_num,DepthSROCC02
Birthday,5,0,0.8749
Birthday,5,1,0.8748
Birthday,5,2,0.8752
Birthday,5,3,0.8755
Birthday,5,4,0.8755
Birthday,5,5,0.8755
Birthday,5,6,0.8757
Birthday,5,7,0.8757
Birthday,5,8,0.8758
Birthday,5,9,0.8758
Birthday,5,10,0.8762
Birthday,5,11,0.8762
Birthday,5,12,0.8763
Birthday,5,13,0.8764
Birthday,5,14,0.8767
Birthday,5,15,0.8767
Birthday,5,16,0.8769
Birthday,5,17,0.8768
Birthday,5,18,0.8767
Birthday,5,19,0.8768
Birthday,5,20,0.877
Birthday,5,21,0.8769
Birthday,5,22,0.877
Birthday,5,23,0.8769
Birthday,5,24,0.8765
Birthday,5,25,0.875
Birthday,5,26,0.8729
Birthday,5,27,0.8712
Birthday,5,28,0.8706
Birthday,5,29,0.8709
Birthday,5,30,0.8715
Birthday,5,31,0.8716
Birthday,5,32,0.8719
Birthday,5,33,0.8718
Birthday,5,34,0.8715
Birthday,5,35,0.8713
Birthday,5,36,0.8712
Birthday,5,37,0.8714
Birthday,5,38,0.8719
Birthday,5,39,0.872
Birthday,5,40,0.8722
Birthday,5,41,0.8724
Birthday,5,42,0.873
Birthday,5,43,0.8731
Birthday,5,44,0.8741
Birthday,5,45,0.8745
Birthday,5,46,0.8751
Birthday,5,47,0.8752
Birthday,5,48,0.8762
Birthday,5,49,0.8763
Birthday,5,50,0.8766
Birthday,5,51,0.8768
Birthday,5,52,0.8773
Birthday,5,53,0.8772
Birthday,5,54,0.8776
Birthday,5,55,0.8776
Birthday,5,56,0.8779
Birthday,5,57,0.8781
Birthday,5,58,0.8784
Birthday,5,59,0.8784
Birthday,5,60,0.8786
Birthday,5,61,0.8789
Birthday,5,62,0.879
Birthday,5,63,0.8788
Birthday,5,64,0.8786
Birthday,5,65,0.8787
Birthday,5,66,0.8789
Birthday,5,67,0.879
Birthday,5,68,0.8795
Birthday,5,69,0.8794
Birthday,5,70,0.8793
Birthday,5,71,0.8802
Birthday,5,72,0.8803
Birthday,5,73,0.8807
Birthday,5,74,0.881
Birthday,5,75,0.8814
Birthday,5,76,0.8814
Birthday,5,77,0.8816
Birthday,5,78,0.8821
Birthday,5,79,0.8827
Birthday,5,80,0.8832
Birthday,5,81,0.8833
Birthday,5,82,0.884
Birthday,5,83,0.8844
Birthday,5,84,0.8843
Birthday,5,85,0.8841
Birthday,5,86,0.8841
Birthday,5,87,0.8838
Birthday,5,88,0.8833
Birthday,5,89,0.8824
Birthday,5,90,0.8814
Birthday,5,91,0.8796
Birthday,5,92,0.8771
Birthday,5,93,0.8759
Birthday,5,94,0.8751
Birthday,5,95,0.8761
Birthday,5,96,0.8772
Birthday,5,97,0.877
Birthday,5,98,0.8768
Birthday,5,99,0.8775
Birthday,5,100,0.8789
Birthday,5,101,0.8794
Birthday,5,102,0.8798
Birthday,5,103,0.8799
Birthday,5,104,0.8798
Birthday,5,105,0.88
Birthday,5,106,0.8809
Birthday,5,107,0.8811
Birthday,5,108,0.8818
Birthday,5,109,0.8824
Birthday,5,110,0.8828
Birthday,5,111,0.8828
Birthday,5,112,0.8827
Birthday,5,113,0.8826
Birthday,5,114,0.8826
Birthday,5,115,0.8824
Birthday,5,116,0.8824
Birthday,5,117,0.8825
Birthday,5,118,0.8822
Birthday,5,119,0.8819
Birthday,5,120,0.8812
Birthday,5,121,0.8808
Birthday,5,122,0.8806
Birthday,5,123,0.8817
Birthday,5,124,0.8835
Birthday,5,125,0.8842
Birthday,5,126,0.8851
Birthday,5,127,0.8853
Birthday,5,128,0.8851
Birthday,5,129,0.8855
Birthday,5,130,0.8858
Birthday,5,131,0.8864
Birthday,5,132,0.8883
Birthday,5,133,0.8888
Birthday,5,134,0.8894
Birthday,5,135,0.8896
Birthday,5,136,0.89
Birthday,5,137,0.8902
Birthday,5,138,0.891
Birthday,5,139,0.8911
Birthday,5,140,0.8908
Birthday,5,141,0.8903
Birthday,5,142,0.8909
Birthday,5,143,0.8906
Birthday,5,144,0.8906
Birthday,5,145,0.8905
Birthday,5,146,0.8907
Birthday,5,147,0.8907
Birthday,5,148,0.891
Birthday,5,149,0.8907
Birthday,5,150,0.8902
Birthday,5,151,0.8897
Birthday,5,152,0.8897
Birthday,5,153,0.89
Birthday,5,154,0.8906
Birthday,5,155,0.8908
Birthday,5,156,0.8908
Birthday,5,157,0.8906
Birthday,5,158,0.8906
Birthday,5,159,0.8905
Birthday,5,160,0.8907
Birthday,5,161,0.8904
Birthday,5,162,0.8904
Birthday,5,163,0.89
Birthday,5,164,0.89
Birthday,5,165,0.8898
Birthday,5,166,0.8895
Birthday,5,167,0.8893
Birthday,5,168,0.8888
Birthday,5,169,0.8887
Birthday,5,170,0.8885
Birthday,5,171,0.8884
Birthday,5,172,0.8883
Birthday,5,173,0.8879
Birthday,5,174,0.8874
Birthday,5,175,0.8871
Birthday,5,176,0.8864
Birthday,5,177,0.8863
Birthday,5,178,0.8869
Birthday,5,179,0.8872
Birthday,5,180,0.8872
Birthday,5,181,0.8871
Birthday,5,182,0.8869
Birthday,5,183,0.887
Birthday,5,184,0.8869
Birthday,5,185,0.8869
Birthday,5,186,0.8867
Birthday,5,187,0.8874
Birthday,5,188,0.8878
Birthday,5,189,0.8884
Birthday,5,190,0.8886
Birthday,5,191,0.8892
Birthday,5,192,0.8894
Birthday,5,193,0.8899
Birthday,5,194,0.8899
Birthday,5,195,0.8904
Birthday,5,196,0.8905
Birthday,5,197,0.8908
Birthday,5,198,0.8907
Birthday,5,199,0.8907
Birthday,5,200,0.8905
Birthday,5,201,0.8905
Birthday,5,202,0.8907
Birthday,5,203,0.8913
Birthday,5,204,0.8916
Birthday,5,205,0.892
Birthday,5,206,0.892
Birthday,5,207,0.8923
Birthday,5,208,0.8924
Birthday,5,209,0.8925
Birthday,5,210,0.8921
Birthday,5,211,0.8919
Birthday,5,212,0.8919
Birthday,5,213,0.8917
Birthday,5,214,0.8917
Birthday,5,215,0.8917
Birthday,5,216,0.8916
Birthday,5,217,0.8913
Birthday,5,218,0.8911
Birthday,5,219,0.8909
Birthday,5,220,0.8912
Birthday,5,221,0.8909
Birthday,5,222,0.8899
Birthday,5,223,0.8895
Birthday,5,224,0.8898
Birthday,5,225,0.8898
Birthday,5,226,0.8873
Birthday,5,227,0.8841
Birthday,5,228,0.883
Birthday,5,229,0.8831
Birthday,5,230,0.8854
Birthday,5,231,0.8862
Birthday,5,232,0.8849
Birthday,5,233,0.8843
Birthday,5,234,0.8861
Birthday,5,235,0.8861
Birthday,5,236,0.886
Birthday,5,237,0.8851
Birthday,5,238,0.8864
Birthday,5,239,0.8869
Birthday,5,240,0.8865
Birthday,5,241,0.8865
Birthday,5,242,0.8865
Birthday,5,243,0.8866
Birthday,5,244,0.8864
Birthday,5,245,0.8861
Birthday,5,246,0.8855
Birthday,5,247,0.885
Birthday,5,248,0.8841
Birthday,5,249,0.8831
Birthday,5,250,0.8831
Birthday,5,251,0.8827
Birthday,5,252,0.8831
Birthday,5,253,0.8822
Birthday,5,254,0.8824
Birthday,5,255,0.8832
Birthday,5,256,0.8836
Birthday,5,257,0.884
Birthday,5,258,0.8836
Birthday,5,259,0.883
Birthday,5,260,0.8833
Birthday,5,261,0.8832
Birthday,5,262,0.8816
Birthday,5,263,0.879
Birthday,5,264,0.8774
Birthday,5,265,0.8762
Birthday,5,266,0.877
Birthday,5,267,0.8774
