scene_name,video_num,frame_num,MS_SSIM
Painter,5,0,0.8214588761329651
Painter,5,1,0.8214303851127625
Painter,5,2,0.8212215304374695
Painter,5,3,0.8211467862129211
Painter,5,4,0.8208596110343933
Painter,5,5,0.820982813835144
Painter,5,6,0.8205899000167847
Painter,5,7,0.820741593837738
Painter,5,8,0.8204272389411926
Painter,5,9,0.820554792881012
Painter,5,10,0.8194045424461365
Painter,5,11,0.8187042474746704
Painter,5,12,0.8182874917984009
Painter,5,13,0.8163010478019714
Painter,5,14,0.8140246868133545
Painter,5,15,0.8148972988128662
Painter,5,16,0.8154276609420776
Painter,5,17,0.8107596635818481
Painter,5,18,0.8081935048103333
Painter,5,19,0.7949728965759277
Painter,5,20,0.7925772070884705
Painter,5,21,0.7956257462501526
Painter,5,22,0.8067627549171448
Painter,5,23,0.804392397403717
Painter,5,24,0.801862359046936
Painter,5,25,0.8092725276947021
Painter,5,26,0.8066250085830688
Painter,5,27,0.8080857396125793
Painter,5,28,0.8126816153526306
Painter,5,29,0.8044689297676086
Painter,5,30,0.808887243270874
Painter,5,31,0.8094887733459473
Painter,5,32,0.8025370836257935
Painter,5,33,0.7972401976585388
Painter,5,34,0.7998403906822205
Painter,5,35,0.8021849393844604
Painter,5,36,0.78477942943573
Painter,5,37,0.7769952416419983
Painter,5,38,0.7846472263336182
Painter,5,39,0.798919677734375
Painter,5,40,0.8161916136741638
Painter,5,41,0.8142861127853394
Painter,5,42,0.8124950528144836
Painter,5,43,0.8025560975074768
Painter,5,44,0.8066476583480835
Painter,5,45,0.8125835061073303
Painter,5,46,0.798965573310852
Painter,5,47,0.7970433235168457
Painter,5,48,0.811430037021637
Painter,5,49,0.814355731010437
Painter,5,50,0.7990074157714844
Painter,5,51,0.7928053140640259
Painter,5,52,0.7937929630279541
Painter,5,53,0.7948811054229736
Painter,5,54,0.7931552529335022
Painter,5,55,0.7936732172966003
Painter,5,56,0.7926391959190369
Painter,5,57,0.8047416806221008
Painter,5,58,0.8233410120010376
Painter,5,59,0.825079619884491
Painter,5,60,0.8100875616073608
Painter,5,61,0.809977114200592
Painter,5,62,0.8082274198532104
Painter,5,63,0.8026977777481079
Painter,5,64,0.8046624064445496
Painter,5,65,0.7943828701972961
Painter,5,66,0.7865195870399475
Painter,5,67,0.7934494018554688
Painter,5,68,0.8052092790603638
Painter,5,69,0.8130517601966858
Painter,5,70,0.8235949873924255
Painter,5,71,0.8218779563903809
Painter,5,72,0.8163610696792603
Painter,5,73,0.8226500153541565
Painter,5,74,0.8131425976753235
Painter,5,75,0.8131034970283508
Painter,5,76,0.8271420001983643
Painter,5,77,0.830747663974762
Painter,5,78,0.826663076877594
Painter,5,79,0.8272451162338257
Painter,5,80,0.8330694437026978
Painter,5,81,0.8377876281738281
Painter,5,82,0.838873565196991
Painter,5,83,0.8409550189971924
Painter,5,84,0.8420950174331665
Painter,5,85,0.8419361710548401
Painter,5,86,0.8423447012901306
Painter,5,87,0.8434556722640991
Painter,5,88,0.8433429598808289
Painter,5,89,0.8434021472930908
Painter,5,90,0.8438777327537537
Painter,5,91,0.844775378704071
Painter,5,92,0.8454961180686951
Painter,5,93,0.8474887013435364
Painter,5,94,0.8483153581619263
Painter,5,95,0.8482012152671814
Painter,5,96,0.8477017879486084
Painter,5,97,0.8487051129341125
Painter,5,98,0.8491030335426331
Painter,5,99,0.8491921424865723
Painter,5,100,0.8485552668571472
Painter,5,101,0.8491144776344299
Painter,5,102,0.8492921590805054
Painter,5,103,0.8493527770042419
Painter,5,104,0.8489711880683899
Painter,5,105,0.8487822413444519
Painter,5,106,0.8487189412117004
Painter,5,107,0.849755585193634
Painter,5,108,0.8495873808860779
Painter,5,109,0.8501520752906799
Painter,5,110,0.8492597341537476
Painter,5,111,0.8498690128326416
Painter,5,112,0.849612832069397
Painter,5,113,0.8495543599128723
Painter,5,114,0.8495716452598572
Painter,5,115,0.8500725030899048
Painter,5,116,0.8500558733940125
Painter,5,117,0.8499186038970947
Painter,5,118,0.8494560122489929
Painter,5,119,0.8499509692192078
Painter,5,120,0.8497419953346252
Painter,5,121,0.8501559495925903
