scene_name,video_num,frame_num,PSNR
Painter,5,0,24.289140678540704
Painter,5,1,24.29697859983858
Painter,5,2,24.297276418097276
Painter,5,3,24.29652959922646
Painter,5,4,24.290935806571206
Painter,5,5,24.298029350215927
Painter,5,6,24.29256186461299
Painter,5,7,24.287732466436953
Painter,5,8,24.255689608572006
Painter,5,9,24.20260943071583
Painter,5,10,24.104094419587238
Painter,5,11,24.070621990360696
Painter,5,12,24.143481117459864
Painter,5,13,24.09772345112212
Painter,5,14,24.06053712454274
Painter,5,15,24.100831467984616
Painter,5,16,24.158534434988013
Painter,5,17,24.032686523966458
Painter,5,18,23.959842440924753
Painter,5,19,23.64134253008372
Painter,5,20,23.602255944237296
Painter,5,21,23.69009368432172
Painter,5,22,24.023982933814523
Painter,5,23,23.998113427774378
Painter,5,24,23.948395076409067
Painter,5,25,24.170750608854906
Painter,5,26,24.184029541796672
Painter,5,27,24.270546666579662
Painter,5,28,24.331420941670537
Painter,5,29,24.216534090992276
Painter,5,30,24.265784877757937
Painter,5,31,24.270188776873436
Painter,5,32,24.12846017535482
Painter,5,33,24.1144894169626
Painter,5,34,24.168377074235767
Painter,5,35,24.213185590852653
Painter,5,36,23.830191647850597
Painter,5,37,23.6376126383767
Painter,5,38,23.660034084506005
Painter,5,39,24.05611861574359
Painter,5,40,24.425745380241878
Painter,5,41,24.390618498932973
Painter,5,42,24.338866007982126
Painter,5,43,24.11771750148599
Painter,5,44,24.23784023703382
Painter,5,45,24.3319602012477
Painter,5,46,24.097799825545483
Painter,5,47,24.08308775666576
Painter,5,48,24.313027297391493
Painter,5,49,24.384679700561286
Painter,5,50,24.038383821651735
Painter,5,51,23.894504494609834
Painter,5,52,23.852309481266268
Painter,5,53,23.860537666798297
Painter,5,54,23.860153974015464
Painter,5,55,23.981169283784336
Painter,5,56,23.98352286264022
Painter,5,57,24.21513027289382
Painter,5,58,24.596952228689105
Painter,5,59,24.62707272001292
Painter,5,60,24.292725155998145
Painter,5,61,24.244448476163456
Painter,5,62,24.196339533750127
Painter,5,63,24.049409867585037
Painter,5,64,24.075524607339844
Painter,5,65,23.767455248122687
Painter,5,66,23.531344195149472
Painter,5,67,23.590632216288434
Painter,5,68,23.900732215990473
Painter,5,69,24.061102762805678
Painter,5,70,24.26873400476181
Painter,5,71,24.264930604722615
Painter,5,72,23.967601404253674
Painter,5,73,24.277147231853313
Painter,5,74,23.994675672437186
Painter,5,75,23.869234442496143
Painter,5,76,24.347395422624306
Painter,5,77,24.372787665055824
Painter,5,78,24.212124494719113
Painter,5,79,24.16898334182855
Painter,5,80,24.337015827927132
Painter,5,81,24.386580842927216
Painter,5,82,24.415844496672786
Painter,5,83,24.459275450133475
Painter,5,84,24.453061933281155
Painter,5,85,24.442339549353544
Painter,5,86,24.42809091415971
Painter,5,87,24.43658016656667
Painter,5,88,24.434375731973056
Painter,5,89,24.44602801299494
Painter,5,90,24.43762451175074
Painter,5,91,24.449099339147953
Painter,5,92,24.44473683504709
Painter,5,93,24.470052517295162
Painter,5,94,24.47521688882525
Painter,5,95,24.47537982673119
Painter,5,96,24.439377542506016
Painter,5,97,24.457649834787926
Painter,5,98,24.467262755508315
Painter,5,99,24.492786436803925
Painter,5,100,24.486682220821805
Painter,5,101,24.50529857544658
Painter,5,102,24.509637255884936
Painter,5,103,24.518933838289957
Painter,5,104,24.522106444828452
Painter,5,105,24.540604899033664
Painter,5,106,24.54105856825551
Painter,5,107,24.575901880678547
Painter,5,108,24.566939351271444
Painter,5,109,24.594126954633765
Painter,5,110,24.58371106638196
Painter,5,111,24.601069907804938
Painter,5,112,24.603484076756796
Painter,5,113,24.604285011274705
Painter,5,114,24.605916817736517
Painter,5,115,24.610687286167
Painter,5,116,24.60798570494223
Painter,5,117,24.605199378018593
Painter,5,118,24.587532385187252
Painter,5,119,24.60403601690174
Painter,5,120,24.603648396394433
Painter,5,121,24.60909576842496
Painter,5,122,24.6036373053529
Painter,5,123,24.605299818284184
Painter,5,124,24.600161367781034
Painter,5,125,24.59899760590689
Painter,5,126,24.60063850988697
Painter,5,127,24.606691038064504
Painter,5,128,24.60170089349363
Painter,5,129,24.596906184539357
Painter,5,130,24.594200927860097
Painter,5,131,24.596624684720414
Painter,5,132,24.59635194453577
Painter,5,133,24.595946653955693
Painter,5,134,24.592600882720575
Painter,5,135,24.59210482829816
Painter,5,136,24.587706280376395
Painter,5,137,24.584656273273566
Painter,5,138,24.57787643512143
Painter,5,139,24.581413557707975
Painter,5,140,24.576587231009484
Painter,5,141,24.590944678100264
Painter,5,142,24.588041877064786
Painter,5,143,24.615771480276646
Painter,5,144,24.611162370050582
Painter,5,145,24.58057124875184
Painter,5,146,24.556721779910422
Painter,5,147,24.483032605407704
Painter,5,148,24.447544258095277
Painter,5,149,24.41400649950227
Painter,5,150,24.408926921073956
Painter,5,151,24.44482547165332
Painter,5,152,24.444664801550378
Painter,5,153,24.465545368652922
Painter,5,154,24.461154176158317
Painter,5,155,24.42451399172041
Painter,5,156,24.452712926522278
Painter,5,157,24.429646614866414
Painter,5,158,24.423615040899563
Painter,5,159,24.431769816045865
Painter,5,160,24.436973381644954
Painter,5,161,24.44176419518188
Painter,5,162,24.4392774947851
Painter,5,163,24.44422559190134
Painter,5,164,24.443136903643765
Painter,5,165,24.44496757538426
Painter,5,166,24.446144260359386
Painter,5,167,24.450279398214413
Painter,5,168,24.443927371079038
Painter,5,169,24.44935002909872
Painter,5,170,24.459161956271767
Painter,5,171,24.483690110529913
Painter,5,172,24.487750620961112
Painter,5,173,24.485858652357596
Painter,5,174,24.48708312421392
Painter,5,175,24.47748525085501
Painter,5,176,24.4869882224064
Painter,5,177,24.495915506743906
Painter,5,178,24.470030441152055
Painter,5,179,24.483196972356268
Painter,5,180,24.484333233206588
Painter,5,181,24.507143940419045
Painter,5,182,24.506999216749016
Painter,5,183,24.51734325342866
Painter,5,184,24.52093420026943
Painter,5,185,24.520466593624292
Painter,5,186,24.51867337519127
Painter,5,187,24.52368186928493
Painter,5,188,24.524254423674073
Painter,5,189,24.525445051188814
Painter,5,190,24.52516671205714
Painter,5,191,24.52483565217783
Painter,5,192,24.521232887814094
Painter,5,193,24.52354776835639
Painter,5,194,24.52120024023687
Painter,5,195,24.52463043638645
Painter,5,196,24.52347355616083
Painter,5,197,24.523623987607003
Painter,5,198,24.517297473356905
Painter,5,199,24.516383403567236
Painter,5,200,24.509749505882045
Painter,5,201,24.517595910880505
Painter,5,202,24.52140128447848
Painter,5,203,24.513468820294495
Painter,5,204,24.50440585550946
Painter,5,205,24.504999269854938
Painter,5,206,24.50556793958143
Painter,5,207,24.50482323415993
Painter,5,208,24.49469622769937
Painter,5,209,24.496488683320365
Painter,5,210,24.495081645712222
