scene_name,video_num,frame_num,RMSE
Train,5,0,0.1151838
Train,5,1,0.11497677
Train,5,2,0.11527447
Train,5,3,0.11540149
Train,5,4,0.11550616
Train,5,5,0.11532838
Train,5,6,0.1154205
Train,5,7,0.11540011
Train,5,8,0.115581974
Train,5,9,0.11558473
Train,5,10,0.115966305
Train,5,11,0.11621598
Train,5,12,0.11660195
Train,5,13,0.116280824
Train,5,14,0.11627791
Train,5,15,0.116140805
Train,5,16,0.11618693
Train,5,17,0.11606237
Train,5,18,0.11629759
Train,5,19,0.11607083
Train,5,20,0.11611508
Train,5,21,0.11606609
Train,5,22,0.11630253
Train,5,23,0.11631076
Train,5,24,0.116719306
Train,5,25,0.11693138
Train,5,26,0.11722455
Train,5,27,0.1169961
Train,5,28,0.117122844
Train,5,29,0.116796
Train,5,30,0.11644506
Train,5,31,0.11625703
Train,5,32,0.116354145
Train,5,33,0.116446435
Train,5,34,0.116847515
Train,5,35,0.11710576
Train,5,36,0.11737739
Train,5,37,0.1174738
Train,5,38,0.11815141
Train,5,39,0.11817244
Train,5,40,0.11801446
Train,5,41,0.11719768
Train,5,42,0.116794184
Train,5,43,0.11694475
Train,5,44,0.11776705
Train,5,45,0.11792067
Train,5,46,0.1181005
Train,5,47,0.11793984
Train,5,48,0.11836766
Train,5,49,0.11816069
Train,5,50,0.117917165
Train,5,51,0.11742471
Train,5,52,0.11716275
Train,5,53,0.117155224
Train,5,54,0.11758661
Train,5,55,0.11764971
Train,5,56,0.11801553
Train,5,57,0.11760986
Train,5,58,0.11736806
Train,5,59,0.11718863
Train,5,60,0.11744394
Train,5,61,0.11714462
Train,5,62,0.116924234
Train,5,63,0.117009915
Train,5,64,0.117513575
Train,5,65,0.11747658
Train,5,66,0.117604084
Train,5,67,0.11756628
Train,5,68,0.11756518
Train,5,69,0.11745277
Train,5,70,0.117650546
Train,5,71,0.117779344
Train,5,72,0.11810682
Train,5,73,0.11773801
Train,5,74,0.11748746
Train,5,75,0.117130116
Train,5,76,0.117144674
Train,5,77,0.11727958
Train,5,78,0.117602855
Train,5,79,0.11766423
Train,5,80,0.117793284
Train,5,81,0.117563985
Train,5,82,0.11744188
Train,5,83,0.11740004
Train,5,84,0.117567204
Train,5,85,0.11730323
Train,5,86,0.11706392
Train,5,87,0.11697441
Train,5,88,0.117221266
Train,5,89,0.117183164
Train,5,90,0.11718592
Train,5,91,0.11715258
Train,5,92,0.11724332
Train,5,93,0.11716776
Train,5,94,0.11726096
Train,5,95,0.11725354
Train,5,96,0.11730007
Train,5,97,0.117143735
Train,5,98,0.117206804
Train,5,99,0.117116764
Train,5,100,0.11716778
Train,5,101,0.117045425
Train,5,102,0.11720951
Train,5,103,0.1173385
Train,5,104,0.11754248
Train,5,105,0.1175558
Train,5,106,0.117618375
Train,5,107,0.11757624
Train,5,108,0.11764036
Train,5,109,0.11758325
Train,5,110,0.11770574
Train,5,111,0.117651075
Train,5,112,0.117846
Train,5,113,0.11786466
Train,5,114,0.117939316
Train,5,115,0.11784215
Train,5,116,0.11791025
Train,5,117,0.11787594
Train,5,118,0.117889725
Train,5,119,0.11764647
Train,5,120,0.11768179
Train,5,121,0.11780622
Train,5,122,0.118162334
Train,5,123,0.11825882
Train,5,124,0.11839397
Train,5,125,0.11821277
Train,5,126,0.11810162
Train,5,127,0.117778905
Train,5,128,0.117681906
Train,5,129,0.11762695
Train,5,130,0.11773985
Train,5,131,0.11764768
Train,5,132,0.11792279
Train,5,133,0.11794405
Train,5,134,0.11816357
Train,5,135,0.118059896
Train,5,136,0.11802064
Train,5,137,0.117893
Train,5,138,0.117949784
Train,5,139,0.117729664
Train,5,140,0.1174831
Train,5,141,0.117071845
Train,5,142,0.116904795
Train,5,143,0.11686651
Train,5,144,0.1171178
Train,5,145,0.11713486
Train,5,146,0.1172294
Train,5,147,0.117151715
Train,5,148,0.11715594
Train,5,149,0.11698949
Train,5,150,0.11699295
Train,5,151,0.116773486
Train,5,152,0.11678593
Train,5,153,0.11664029
Train,5,154,0.11674927
Train,5,155,0.11673379
Train,5,156,0.11686887
Train,5,157,0.11686925
Train,5,158,0.11692825
Train,5,159,0.11688075
Train,5,160,0.116944015
Train,5,161,0.11685854
Train,5,162,0.1168238
Train,5,163,0.11670449
Train,5,164,0.11677033
Train,5,165,0.116830945
Train,5,166,0.11701326
Train,5,167,0.11693199
Train,5,168,0.1169328
Train,5,169,0.11679345
Train,5,170,0.11681291
Train,5,171,0.116734095
Train,5,172,0.11680306
Train,5,173,0.116756715
Train,5,174,0.11690972
Train,5,175,0.11688132
Train,5,176,0.11688277
Train,5,177,0.11685722
Train,5,178,0.11693037
Train,5,179,0.11685123
Train,5,180,0.11688964
Train,5,181,0.1168453
Train,5,182,0.11691023
Train,5,183,0.11681952
Train,5,184,0.11683852
Train,5,185,0.11677916
Train,5,186,0.11680591
Train,5,187,0.116730444
Train,5,188,0.11681985
Train,5,189,0.11676401
Train,5,190,0.11686062
Train,5,191,0.11681303
Train,5,192,0.11683506
Train,5,193,0.11673995
Train,5,194,0.11673917
Train,5,195,0.11664788
Train,5,196,0.11674735
Train,5,197,0.11673686
Train,5,198,0.11683522
Train,5,199,0.11679518
Train,5,200,0.11685166
Train,5,201,0.116844326
Train,5,202,0.116859406
Train,5,203,0.11674393
Train,5,204,0.11681206
Train,5,205,0.11670385
Train,5,206,0.116697304
Train,5,207,0.116655506
Train,5,208,0.116721965
Train,5,209,0.11670315
Train,5,210,0.116718136
Train,5,211,0.1167309
Train,5,212,0.11682771
Train,5,213,0.11674582
Train,5,214,0.11674019
Train,5,215,0.11677053
Train,5,216,0.116824225
Train,5,217,0.116724014
Train,5,218,0.11675362
Train,5,219,0.11673663
Train,5,220,0.116796054
Train,5,221,0.11670114
Train,5,222,0.11667242
Train,5,223,0.11665148
Train,5,224,0.116709486
Train,5,225,0.11667028
Train,5,226,0.116707884
Train,5,227,0.11674001
Train,5,228,0.11682405
Train,5,229,0.1167985
Train,5,230,0.1168339
Train,5,231,0.11678422
Train,5,232,0.11678029
Train,5,233,0.11667945
Train,5,234,0.11674123
Train,5,235,0.11673381
Train,5,236,0.11681308
Train,5,237,0.116762236
Train,5,238,0.11681828
Train,5,239,0.116800785
Train,5,240,0.11685133
Train,5,241,0.11679419
Train,5,242,0.116825216
Train,5,243,0.11678911
Train,5,244,0.116783716
Train,5,245,0.11674271
Train,5,246,0.116773084
Train,5,247,0.11677539
Train,5,248,0.116814494
Train,5,249,0.11676848
Train,5,250,0.11678762
Train,5,251,0.11673831
Train,5,252,0.116774514
Train,5,253,0.11671271
Train,5,254,0.116772786
Train,5,255,0.11675871
Train,5,256,0.11681245
Train,5,257,0.11676827
Train,5,258,0.11679189
Train,5,259,0.11676405
Train,5,260,0.116800115
Train,5,261,0.11670942
Train,5,262,0.11673286
Train,5,263,0.11675358
Train,5,264,0.116846934
Train,5,265,0.11684377
Train,5,266,0.116892144
Train,5,267,0.11682552
Train,5,268,0.11689022
